project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,external_eef_organisation_type_communications,external_eef_organisation_type_general_public_mobile_phone_end_user,external_eef_organisation_type_media,external_eef_organisation_type_telecom,external_eef_organisation_type_telecom_and_networking,external_eef_organisation_type_telecommunication,external_eef_organisation_type_telecommunications,external_eef_organisation_type_virtual_assistants_lingubots,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_it_unified_process_itup,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_rapid_application_development_rad,process_pmf_development_methodologies_timeboxing,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_communication,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_missing,project_prf_application_group_real_time_application,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_hand_held,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_language_type_2gl,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_missing,functional_size_group_l_1000_2999,functional_size_group_m_100_999,functional_size_group_s_100,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xs,project_prf_relative_size_xxs,process_pmf_prototyping_used_missing,process_pmf_prototyping_used_yes,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,external_eef_data_quality_rating_a,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_missing,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_yes,tech_tf_dbms_used_missing,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
2013,embedded system/real-time application,Java,235.9834,6,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,telecom & network management,C,165.21269,5,0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,missing,Java,95.23196,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Shell,71.163155,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,ABAP,251.84927,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,stock control & order processing,Java,118.35673,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,customer relationship management,Visual Basic,92.76273,4,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2013,customer relationship management,Shell,168.15465,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,customer relationship management,Java,278.1472,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,telecom & network management,Visual Basic,60.622746,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,logistic or supply planning & control,Java,117.20785,5,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2012,customer relationship management,Visual Basic,101.97322,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Shell,305.74823,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2005,embedded system/real-time application,ColdFusion,77.342834,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,geographic or spatial information system; management or performance reporting; telecom & network management,PL/SQL,111.057106,8,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,device or interface driver,Visual Basic,76.72314,5,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2015,stock control & order processing,Java,145.142,2,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,customer relationship management,PERIPHONICS,260.18173,5,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,integration,DRIFT,81.966644,4,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Shell,113.56846,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer billing,ABAP,239.6189,3,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,customer relationship management,Java,120.166756,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,enterprise management,Visual Basic,46.94648,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015,integration,C++,432.89096,4,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,integration,C,184.8283,5,0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,missing,Java,129.53624,4,0,,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Siebel,34.612427,1,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,embedded software - simple device control; online analysis and reporting; telecom & network management,BPM,159.25233,5,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,enterprise management,Shell,162.65733,6,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,instant messaging client,DRIFT,241.27751,5,0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,telecommunications,C++,108.412964,4,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,TIBCO,34.67531,4,0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,financial transaction process/accounting,DRIFT,386.55005,6,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,missing,ABAP,108.07233,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,catalogue/register of things or events; workflow support & management,Visual Basic,164.63599,7,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,workflow support & management,Centura,163.7394,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,financial transaction process/accounting,Siebel,26.45974,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,customer relationship management,C++,69.57664,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,data warehouse system,Siebel,109.366455,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,data warehouse system,Shell,83.19903,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Shell,230.92477,6,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,missing,Java,52.192184,3,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,data warehouse system,Java,96.045204,4,0,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,online. esales,Visual Basic,213.72058,2,0,5.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,online analysis and reporting,Visual Basic,164.11725,5,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,embedded system/real-time application,C++,239.25247,5,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,customer relationship management,PERIPHONICS,294.06375,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2015,workflow support & management,Shell,137.25906,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,missing,Java,40.89522,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,data warehouse system,Shell,41.051785,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Visual Basic,225.74226,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,workflow support & management,ABAP,104.513176,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,workflow support & management,Java,71.0595,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,integration,Siebel,147.52493,5,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,customer relationship management,C++,60.254276,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,telecom & network management,Siebel,330.4727,3,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,enterprise management,Shell,316.82336,5,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,service order & activation management,Shell,46.69535,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,TIBCO,177.31218,6,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Shell,59.755276,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Periproducer,76.3502,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2015,data warehouse system,Shell,110.226135,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer billing,Java,88.90578,4,0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,integration,Java,324.17657,5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,telecom & network management,TIBCO,57.445156,3,0,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2014,geo information management,BPM,32.052994,8,2,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,Java,110.256615,3,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,data warehouse system,TIBCO,113.66947,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,billing and erp,DRIFT,28.066113,5,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,customer relationship management,Siebel,87.09387,5,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,customer billing,TIBCO,57.17164,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,online. esales,Java,363.78122,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,customer billing,ASP.Net,154.56313,6,2,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,device or interface driver,DRIFT,40.00797,5,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,instant messaging client,C,102.42273,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,data warehouse system,Shell,101.70349,2,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,billing and erp,Jdeveloper,88.47167,5,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,integration,Shell,31.080662,4,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,embedded system/real-time application,DRIFT,107.20939,5,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
