Model,Feature,Importance
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_31_40,0.005204138483084106
serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_l,0.0051862418084129185
insurance 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.005097341611179073
communication 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.004880740250390423
communication 1_GradientBoostingRegressor,external_eef_organisation_type_media,0.004778888782603444
insurance 1_GradientBoostingRegressor,project_prf_relative_size_s,0.004675619023936938
medical 2_GradientBoostingRegressor,project_prf_team_size_group_31_40,0.004647585195472266
government 1_GradientBoostingRegressor,project_prf_relative_size_xl,0.004254555556736773
communication 1_GradientBoostingRegressor,project_prf_development_type_new_development,0.0040737728101666966
communication 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.004049196133573251
serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_s,0.004038671743727245
serviceindustry 1_GradientBoostingRegressor,project_prf_application_type,0.003977670280255466
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_2,0.003898049974494681
government 1_GradientBoostingRegressor,external_eef_data_quality_rating_a,0.0038934766094213848
serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.0037574036480321066
medical 2_GradientBoostingRegressor,project_prf_case_tool_used_missing,0.0037407045927080286
serviceindustry 1_GradientBoostingRegressor,tech_tf_dbms_used_no,0.0036883064772917015
medical 2_GradientBoostingRegressor,tech_tf_development_platform_multi,0.003598246987925579
insurance 1_GradientBoostingRegressor,project_prf_application_type,0.003580841307478308
communication 1_GradientBoostingRegressor,external_eef_data_quality_rating_a,0.0035799988279108957
insurance 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.003312652939816989
insurance 1_GradientBoostingRegressor,tech_tf_language_type_4gl,0.0033092685814504947
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_3_4,0.0032881618549996366
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_don_t_know,0.003279975396868068
medical 2_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.0032551575734823873
communication 1_GradientBoostingRegressor,external_eef_organisation_type_telecommunication,0.003136362516930655
insurance 1_GradientBoostingRegressor,process_pmf_prototyping_used_missing,0.0030780869482820838
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_not_applicable,0.0030041600130557484
insurance 1_GradientBoostingRegressor,project_prf_year_of_project,0.0029853097668977313
insurance 1_GradientBoostingRegressor,functional_size_group_m_100_999,0.0028573807421577923
government 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.0028109702463834565
government 1_GradientBoostingRegressor,project_prf_year_of_project,0.002772914285622474
serviceindustry 1_GradientBoostingRegressor,external_eef_data_quality_rating_c,0.0027534430551243248
serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.002747540412027335
serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.002699693322791692
communication 1_GradientBoostingRegressor,tech_tf_development_platform_mr,0.002618244069421725
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_missing,0.00258553964470755
serviceindustry 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.002575951306772548
insurance 1_GradientBoostingRegressor,project_prf_case_tool_used_don_t_know,0.0025671954022486254
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_ftp_server,0.002535252131988441
government 1_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.0025225247957889395
serviceindustry 1_GradientBoostingRegressor,people_prf_personnel_changes,0.002521136593373842
communication 1_GradientBoostingRegressor,tech_tf_development_platform_missing,0.002477087924721588
communication 1_GradientBoostingRegressor,project_prf_max_team_size,0.002457942839535218
government 1_GradientBoostingRegressor,project_prf_team_size_group_71_80,0.0024396912777034053
government 1_GradientBoostingRegressor,project_prf_relative_size_s,0.002432353783676195
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_html_web_server,0.0024273183862458005
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0024126567797162334
communication 1_GradientBoostingRegressor,tech_tf_development_platform_mf,0.002374025185296048
communication 1_GradientBoostingRegressor,external_eef_organisation_type_telecom,0.0023611114707990737
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_database_server,0.0023281640105717433
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_missing,0.002305621672611727
serviceindustry 1_GradientBoostingRegressor,project_prf_normalised_work_effort,0.00228500256770162
communication 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0022268501312893746
communication 1_GradientBoostingRegressor,project_prf_relative_size_l,0.0021895231482206372
insurance 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.002109528593850815
communication 1_GradientBoostingRegressor,functional_size_group_s_100,0.0020932778293847954
communication 1_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0019606526521661906
government 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.0019319372854528756
medical 2_GradientBoostingRegressor,project_prf_application_group_business_application,0.001907535313169271
medical 2_GradientBoostingRegressor,external_eef_organisation_type_wholesale_and_retail_trade,0.0019063594237510404
insurance 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.0019023131813241758
serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_xs,0.0018535036141507344
serviceindustry 1_GradientBoostingRegressor,project_prf_development_type_re_development,0.0018507097846649674
communication 1_GradientBoostingRegressor,external_eef_organisation_type_communications,0.0018409201812089942
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.0017917016324108092
serviceindustry 1_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0017123566604169834
serviceindustry 1_GradientBoostingRegressor,process_pmf_docs,0.0016648078808571946
communication 1_GradientBoostingRegressor,project_prf_application_group_mathematically_intensive_application,0.0016577946689154065
communication 1_GradientBoostingRegressor,project_prf_relative_size_xxs,0.001653325711405284
insurance 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone,0.0016006784459874448
medical 2_GradientBoostingRegressor,tech_tf_language_type_3gl,0.0015862508427598894
medical 2_GradientBoostingRegressor,tech_tf_development_platform_mf,0.0015847783535558398
medical 2_GradientBoostingRegressor,functional_size_group_xxl_9000_17999,0.0015571204938213071
serviceindustry 1_GradientBoostingRegressor,external_eef_data_quality_rating_a,0.0015447542803175007
communication 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone,0.0015266183298650825
government 1_GradientBoostingRegressor,tech_tf_client_server_missing,0.0015263066347578067
serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.0014950383461458266
insurance 1_GradientBoostingRegressor,tech_tf_client_server_no,0.0014929261903104416
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_run_a_computer_human_interface,0.0014716489513378654
communication 1_GradientBoostingRegressor,project_prf_relative_size_xs,0.0014644926368539278
communication 1_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.0014620282654543443
insurance 1_GradientBoostingRegressor,process_pmf_docs,0.0014519260012876066
government 1_GradientBoostingRegressor,tech_tf_client_server_no,0.0014472977247310128
government 1_GradientBoostingRegressor,project_prf_cost_currency_new_zealand_dollar,0.001444089645649952
medical 2_GradientBoostingRegressor,project_prf_relative_size_missing,0.0014052284338005193
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_business_logic_or_rule_processing,0.0013834841631600416
insurance 1_GradientBoostingRegressor,tech_tf_tools_used,0.0013494420187349252
government 1_GradientBoostingRegressor,project_prf_relative_size_m2,0.001346194534632779
communication 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.0013362117822734976
government 1_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0013295828195626382
insurance 1_GradientBoostingRegressor,tech_tf_development_platform_pc,0.001311099587300922
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_security_authentication,0.0012948285833821389
government 1_GradientBoostingRegressor,project_prf_cost_currency_canada_dollar,0.0012831218676825492
insurance 1_GradientBoostingRegressor,external_eef_industry_sector_utilities,0.0012813870167056915
medical 2_GradientBoostingRegressor,project_prf_team_size_group_2,0.0012519689139505674
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0012459831960390014
government 1_GradientBoostingRegressor,tech_tf_client_server_yes,0.0011955332932758022
communication 1_GradientBoostingRegressor,project_prf_team_size_group_missing,0.00118741866594046
serviceindustry 1_GradientBoostingRegressor,tech_tf_tools_used,0.001153568575310052
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_multifunctional_teams,0.001152248936083469
government 1_GradientBoostingRegressor,functional_size_group_s_100,0.0011509710669987318
insurance 1_GradientBoostingRegressor,tech_tf_client_server_don_t_know,0.0011380445506968522
insurance 1_GradientBoostingRegressor,project_prf_max_team_size,0.001107102977940954
insurance 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0010805950575427294
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.0010641925097397886
serviceindustry 1_GradientBoostingRegressor,external_eef_industry_sector_service_industry,0.0010622069190594362
government 1_GradientBoostingRegressor,project_prf_development_type_new_development,0.0010466113472161343
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_personal_software_process_psp,0.0010251466314383285
government 1_GradientBoostingRegressor,project_prf_team_size_group_15_20,0.000983077154499638
serviceindustry 1_GradientBoostingRegressor,functional_size_group_m_100_999,0.000980738244945043
medical 2_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.0009659386861262895
medical 2_GradientBoostingRegressor,tech_tf_client_server_missing,0.0009244698745831297
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_timeboxing,0.0009205338857707864
government 1_GradientBoostingRegressor,project_prf_team_size_group_2,0.0009168826792260702
serviceindustry 1_GradientBoostingRegressor,external_eef_organisation_type,0.0008778106885116145
medical 2_GradientBoostingRegressor,tech_tf_development_platform_mr,0.000852189494488588
government 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.0008456063798202617
medical 2_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.0008432693587467486
serviceindustry 1_GradientBoostingRegressor,project_prf_max_team_size,0.0007707013556937118
insurance 1_GradientBoostingRegressor,external_eef_organisation_type_utilities,0.000691778270263332
medical 2_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.0006829248742451189
government 1_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.0006710028215285333
serviceindustry 1_GradientBoostingRegressor,functional_size_group_s_100,0.0006615281789672824
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_file_print_server,0.0006529523502358202
serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,0.0006206545714389078
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_multi_user_legacy_application,0.0006140693493202985
medical 2_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.0006093362125883622
serviceindustry 1_GradientBoostingRegressor,project_prf_case_tool_used_missing,0.0006047567746348324
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_security,0.0006001793960578427
medical 2_GradientBoostingRegressor,project_prf_normalised_work_effort,0.0005974029745379854
insurance 1_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0005893481321153357
government 1_GradientBoostingRegressor,tech_tf_tools_used,0.0005886414425014127
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_missing,0.0005846312450598912
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_object_component_server,0.0005784662452003692
communication 1_GradientBoostingRegressor,project_prf_case_tool_used_no,0.0005625480107268832
medical 2_GradientBoostingRegressor,process_pmf_development_methodologies_missing,0.0005535450156636664
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_spiral,0.0005517578280501266
communication 1_GradientBoostingRegressor,project_prf_case_tool_used_missing,0.0005466458410708794
serviceindustry 1_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.0005421959520537498
communication 1_GradientBoostingRegressor,external_eef_organisation_type_telecommunications,0.0005315328694067474
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_missing,0.0005292168203034188
serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone,0.000520080886019713
insurance 1_GradientBoostingRegressor,functional_size_group_s_100,0.0005147819475975782
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_web_html_browser,0.0004983717777364566
insurance 1_GradientBoostingRegressor,project_prf_relative_size_l,0.0004918769409054357
medical 2_GradientBoostingRegressor,tech_tf_language_type_4gl,0.0004909680344257785
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_scrum,0.00047374415817385575
medical 2_GradientBoostingRegressor,project_prf_relative_size_xxs,0.0004608255845201151
serviceindustry 1_GradientBoostingRegressor,project_prf_functional_size,0.00045019728461929005
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_spiral,0.0004490757607908758
medical 2_GradientBoostingRegressor,project_prf_case_tool_used_no,0.0004451307697887627
insurance 1_GradientBoostingRegressor,project_prf_case_tool_used_no,0.00044009691004295306
medical 2_GradientBoostingRegressor,tech_tf_tools_used,0.0004309935195501756
serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_missing,0.00042274481444743806
insurance 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.0004099691934825513
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_web_public_interface,0.000402950411532106
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_mail_server,0.0003877170302615837
communication 1_GradientBoostingRegressor,process_pmf_prototyping_used_missing,0.00037862254274806845
medical 2_GradientBoostingRegressor,project_prf_team_size_group_1,0.0003690855735258609
insurance 1_GradientBoostingRegressor,project_prf_team_size_group_3_4,0.00036320635656387573
insurance 1_GradientBoostingRegressor,external_eef_organisation_type_electricity_gas_water,0.0003561239013355743
insurance 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.0003549629997493437
government 1_GradientBoostingRegressor,project_prf_relative_size_xs,0.00035460373077643393
insurance 1_GradientBoostingRegressor,project_prf_relative_size_m2,0.00034039772024792845
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_unified_process,0.0003352857344492684
insurance 1_GradientBoostingRegressor,project_prf_relative_size_xxs,0.00032974931309453706
communication 1_GradientBoostingRegressor,tech_tf_client_server_no,0.0003166002317132561
insurance 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.00031459106345757835
insurance 1_GradientBoostingRegressor,external_eef_organisation_type_energy,0.0003092458862609697
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_data_entry_and_validation,0.0002984747208986881
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_15_20,0.00029064270845561603
serviceindustry 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.00028799084853244457
government 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone,0.000286644820178351
medical 2_GradientBoostingRegressor,project_prf_application_group_missing,0.0002802348155085859
government 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.0002784638236683662
serviceindustry 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.0002768855348277172
serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_m2,0.0002665660306663319
serviceindustry 1_GradientBoostingRegressor,tech_tf_development_platform_pc,0.0002607089530874991
medical 2_GradientBoostingRegressor,external_eef_organisation_type_medical_and_health_care,0.0002507293260819167
medical 2_GradientBoostingRegressor,tech_tf_language_type_missing,0.00024008660186933175
medical 2_GradientBoostingRegressor,tech_tf_language_type_5gl,0.0002394958602578565
medical 2_GradientBoostingRegressor,process_pmf_development_methodologies_unified_process,0.00023740696763753795
government 1_GradientBoostingRegressor,project_prf_relative_size_l,0.0002349923683058881
government 1_GradientBoostingRegressor,project_prf_cost_currency_united_kingdom_pound_sterling,0.00022649814635974266
government 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.00022223035770610027
government 1_GradientBoostingRegressor,tech_tf_language_type_4gl,0.00021882409011313514
insurance 1_GradientBoostingRegressor,project_prf_relative_size_missing,0.00021831161929606902
communication 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.00020406339897871453
serviceindustry 1_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.0002002572758694322
government 1_GradientBoostingRegressor,project_prf_currency_multiple_missing,0.00019791869936368147
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_data_retrieval_and_presentation,0.00018900209363907335
serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_messaging_server,0.00017578731852041136
insurance 1_GradientBoostingRegressor,external_eef_industry_sector_insurance,0.00017472910279610723
medical 2_GradientBoostingRegressor,functional_size_group_m_100_999,0.00017125844622688984
medical 2_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.00016470047216336046
medical 2_GradientBoostingRegressor,tech_tf_client_server_yes,0.00015886200553296442
insurance 1_GradientBoostingRegressor,tech_tf_language_type_apg,0.00015690164521525325
serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_iterative,0.0001561761732317071
serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_business_application,0.0001541683757136355
insurance 1_GradientBoostingRegressor,project_prf_development_type_re_development,0.00015334869884061573
insurance 1_GradientBoostingRegressor,external_eef_data_quality_rating_a,0.00013794240002715645
medical 2_GradientBoostingRegressor,project_prf_relative_size_s,0.0001307602275956742
medical 2_GradientBoostingRegressor,functional_size_group_xl_3000_8999,0.00012831464608151465
insurance 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.0001273852476078965
serviceindustry 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.00011601654324140109
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_multifunctional_teams,0.00011525943169917513
government 1_GradientBoostingRegressor,project_prf_team_size_group_missing,0.00010832168675975602
medical 2_GradientBoostingRegressor,tech_tf_dbms_used_yes,9.995172092547854e-05
government 1_GradientBoostingRegressor,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,9.815230777484766e-05
government 1_GradientBoostingRegressor,process_pmf_development_methodologies_scrum,9.784332867868742e-05
medical 2_GradientBoostingRegressor,project_prf_relative_size_m1,9.334839268176879e-05
medical 2_GradientBoostingRegressor,external_eef_data_quality_rating_d,8.812679935491539e-05
government 1_GradientBoostingRegressor,tech_tf_architecture_missing,8.196796200062023e-05
government 1_GradientBoostingRegressor,process_pmf_docs,7.501541437035012e-05
medical 2_GradientBoostingRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,7.28626873690387e-05
government 1_GradientBoostingRegressor,tech_tf_development_platform_mf,7.278406011513222e-05
serviceindustry 1_GradientBoostingRegressor,tech_tf_development_platform_mr,6.965353318767468e-05
medical 2_GradientBoostingRegressor,process_pmf_development_methodologies_lean,6.849662679324552e-05
medical 2_GradientBoostingRegressor,external_eef_data_quality_rating_a,6.478162403911014e-05
medical 2_GradientBoostingRegressor,project_prf_relative_size_m2,6.472520623653901e-05
medical 2_GradientBoostingRegressor,tech_tf_architecture_stand_alone,4.943449366762536e-05
government 1_GradientBoostingRegressor,tech_tf_development_platform_mr,4.8962015834454505e-05
government 1_GradientBoostingRegressor,tech_tf_dbms_used_no,4.5715321220322285e-05
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_joint_application_development_jad,4.266870249898479e-05
serviceindustry 1_GradientBoostingRegressor,tech_tf_development_platform_missing,4.2569769468766846e-05
serviceindustry 1_GradientBoostingRegressor,tech_tf_development_platform_mf,3.954166693743808e-05
insurance 1_GradientBoostingRegressor,project_prf_application_group_business_application,3.241271573193481e-05
serviceindustry 1_GradientBoostingRegressor,project_prf_case_tool_used_no,2.6206884548451043e-05
government 1_GradientBoostingRegressor,tech_tf_language_type_missing,2.607980256775398e-05
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_no,2.5628547769358748e-05
government 1_GradientBoostingRegressor,tech_tf_language_type_5gl,2.1799180587498473e-05
serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_missing,1.9426099419354565e-05
medical 2_GradientBoostingRegressor,project_prf_functional_size,1.7416836616969618e-05
government 1_GradientBoostingRegressor,project_prf_cost_currency_united_states_dollar,8.91173090610342e-06
communication 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,8.205904136110403e-06
government 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone_1,3.7256713742947635e-06
government 1_GradientBoostingRegressor,project_prf_case_tool_used_missing,3.1622449442114955e-07
serviceindustry 2_BayesianRidge,project_prf_team_size_group_5_8,2.064918243202719e-11
communication 2_BayesianRidge,external_eef_industry_sector_communication,3.271407007508452e-13
serviceindustry 3_Lasso,project_prf_team_size_group_5_8,0.0
medical 2_GradientBoostingRegressor,project_prf_relative_size_l,0.0
insurance 1_GradientBoostingRegressor,external_eef_data_quality_rating_d,0.0
medical 2_GradientBoostingRegressor,functional_size_group_s_100,0.0
communication 1_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.0
communication 1_GradientBoostingRegressor,project_prf_team_size_group_3_4,0.0
medical 2_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0
medical 1_LGBMRegressor,functional_size_group_l_1000_2999,0.0
communication 1_GradientBoostingRegressor,project_prf_team_size_group_2,0.0
medical 2_GradientBoostingRegressor,tech_tf_development_platform_pc,0.0
medical 2_GradientBoostingRegressor,tech_tf_development_platform_missing,0.0
medical 2_GradientBoostingRegressor,project_prf_development_type_re_development,0.0
communication 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_client_server,0.0
serviceindustry 3_Lasso,tech_tf_client_roles_security,0.0
medical 2_GradientBoostingRegressor,project_prf_development_type_new_development,0.0
medical 2_GradientBoostingRegressor,project_prf_development_type_enhancement,0.0
medical 1_LGBMRegressor,process_pmf_docs,0.0
medical 1_LGBMRegressor,external_eef_organisation_type_communications,0.0
serviceindustry 3_Lasso,process_pmf_development_methodologies_agile_development,0.0
communication 1_GradientBoostingRegressor,tech_tf_client_server_missing,0.0
communication 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.0
communication 1_GradientBoostingRegressor,process_pmf_prototyping_used_yes,0.0
insurance 2_Lasso,project_prf_application_type,0.0
medical 2_GradientBoostingRegressor,project_prf_team_size_group_15_20,0.0
insurance 1_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.0
government 1_GradientBoostingRegressor,project_prf_currency_multiple_no,0.0
insurance 1_GradientBoostingRegressor,tech_tf_client_server_yes,0.0
medical 2_GradientBoostingRegressor,project_prf_relative_size_xxl,0.0
insurance 1_GradientBoostingRegressor,tech_tf_client_server_missing,0.0
medical 2_GradientBoostingRegressor,project_prf_relative_size_xs,0.0
medical 1_LGBMRegressor,project_prf_relative_size_s,0.0
communication 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.0
communication 1_GradientBoostingRegressor,tech_tf_dbms_used_no,0.0
serviceindustry 3_Lasso,project_prf_application_type,0.0
medical 1_LGBMRegressor,project_prf_relative_size_xxl,0.0
communication 1_GradientBoostingRegressor,tech_tf_client_server_yes,0.0
serviceindustry 3_Lasso,process_pmf_docs,0.0
communication 1_GradientBoostingRegressor,external_eef_organisation_type_general_public_mobile_phone_end_user,0.0
medical 1_LGBMRegressor,project_prf_team_size_group_21_30,0.0
medical 1_LGBMRegressor,project_prf_team_size_group_3_4,0.0
communication 1_GradientBoostingRegressor,external_eef_organisation_type_telecom_and_networking,0.0
serviceindustry 3_Lasso,tech_tf_server_roles_ftp_server,0.0
government 1_GradientBoostingRegressor,project_prf_cost_currency_missing,0.0
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_rapid_application_development_rad,0.0
medical 1_LGBMRegressor,project_prf_application_group_missing,0.0
medical 1_LGBMRegressor,tech_tf_client_server_missing,0.0
medical 1_LGBMRegressor,external_eef_organisation_type_government,0.0
medical 1_LGBMRegressor,project_prf_case_tool_used_yes,0.0
serviceindustry 3_Lasso,project_prf_case_tool_used_yes,0.0
medical 1_LGBMRegressor,tech_tf_language_type_5gl,0.0
communication 1_GradientBoostingRegressor,tech_tf_development_platform_hand_held,0.0
communication 1_GradientBoostingRegressor,project_prf_development_type_re_development,0.0
medical 1_LGBMRegressor,external_eef_organisation_type_medical_and_health_care,0.0
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_it_unified_process_itup,0.0
medical 1_LGBMRegressor,tech_tf_architecture_stand_alone,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_transport_and_storage,0.0
medical 1_LGBMRegressor,project_prf_development_type_re_development,0.0
government 1_GradientBoostingRegressor,project_prf_normalised_work_effort,0.0
communication 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.0
medical 1_LGBMRegressor,tech_tf_architecture_multi_tier,0.0
insurance 1_GradientBoostingRegressor,project_prf_team_size_group_61_70,0.0
government 1_GradientBoostingRegressor,project_prf_case_tool_used_no,0.0
communication 1_GradientBoostingRegressor,external_eef_industry_sector_communication,0.0
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_multifunctional_teams,0.0
medical 1_LGBMRegressor,process_pmf_development_methodologies_lean,0.0
insurance 1_GradientBoostingRegressor,project_prf_team_size_group_missing,0.0
medical 1_LGBMRegressor,external_eef_organisation_type_financial_property_and_business_services,0.0
medical 1_LGBMRegressor,external_eef_organisation_type_financial_banking_insurance_stock,0.0
medical 1_LGBMRegressor,tech_tf_language_type_missing,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_government,0.0
serviceindustry 3_Lasso,tech_tf_server_roles_missing,0.0
serviceindustry 3_Lasso,tech_tf_server_roles_multi_user_legacy_application,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_financial_property_and_business_services,0.0
insurance 1_GradientBoostingRegressor,project_prf_case_tool_used_missing,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_financial_banking_insurance_stock,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_education_institution,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_communications,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_banking,0.0
medical 2_GradientBoostingRegressor,external_eef_organisation_type_banking_insurance_stock,0.0
medical 2_GradientBoostingRegressor,process_pmf_docs,0.0
communication 1_GradientBoostingRegressor,functional_size_group_m_100_999,0.0
communication 1_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0
medical 2_GradientBoostingRegressor,project_prf_max_team_size,0.0
medical 2_GradientBoostingRegressor,tech_tf_primary_programming_language,0.0
insurance 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.0
communication 1_GradientBoostingRegressor,tech_tf_language_type_2gl,0.0
medical 2_GradientBoostingRegressor,project_prf_year_of_project,0.0
insurance 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,0.0
insurance 1_GradientBoostingRegressor,project_prf_relative_size_xs,0.0
insurance 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_client_server,0.0
government 3_Lasso,tech_tf_language_type_missing,0.0
government 3_Lasso,project_prf_team_size_group_9_14,0.0
government 1_GradientBoostingRegressor,project_prf_relative_size_xxs,0.0
government 1_GradientBoostingRegressor,project_prf_team_size_group_1,0.0
insurance 3_LassoLars,project_prf_relative_size_xs,0.0
government 1_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0
government 1_GradientBoostingRegressor,project_prf_team_size_group_3_4,0.0
government 1_GradientBoostingRegressor,project_prf_team_size_group_31_40,0.0
government 1_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.0
government 3_Lasso,project_prf_team_size_group_3_4,0.0
communication 3_Lasso,tech_tf_dbms_used_yes,0.0
insurance 1_GradientBoostingRegressor,project_prf_application_group_missing,0.0
