project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_missing,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_joint_application_development_jad,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_personal_software_process_psp,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_insurance,external_eef_organisation_type_insurance,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_apg,tech_tf_language_type_missing,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxs,project_prf_relative_size_xxxl,process_pmf_prototyping_used_missing,process_pmf_prototyping_used_yes,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,project_prf_team_size_group_3_4,project_prf_team_size_group_5_8,project_prf_team_size_group_61_70,project_prf_team_size_group_missing,project_prf_case_tool_used_don_t_know,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_client_server_don_t_know,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_yes,tech_tf_dbms_used_missing,tech_tf_dbms_used_yes
2013,unknown,COBOL,60.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,NATURAL,54.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,161.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,missing,COBOL,240.0,3,0,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,53.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,NATURAL,115.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,354.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,346.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,missing,COBOL,41.0,3,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Java,74.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,COBOL,91.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,139.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,111.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001,financial transaction process/accounting,Visual Basic,3968.0,3,0,7.0,1,0,0,0,0,0,0,0,0,0,1,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
2011,"calculation, quotation, insurance policy issue",Adobe Flex,139.0,15,5,,1,0,0,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,PL/SQL,60.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,COBOL,69.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,mobile application,iOS,30.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,COBOL,63.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,missing,PL/I,243.0,3,0,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Oracle,181.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Java,67.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,Java,230.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,Java,193.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Oracle,62.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,new screen design,COBOL,245.0,2,2,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,financial transaction process/accounting,COBOL,1191.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,missing,COBOL,211.0,6,8,7.0,0,0,1,0,1,0,1,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2005,missing,Java,235.0,4,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,Missing,110.0,4,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,financial transaction process/accounting,Java,514.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,insurance quotation,BRE,100.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,VisualFoxPro,89.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Oracle,13.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,.Net,269.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,business application,Oracle,189.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,missing,COBOL,284.0,3,0,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,premium paid certificate,Java,24.0,16,0,3.0,1,0,0,0,0,0,0,0,0,1,0,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
2005,electronic data interchange,Java,10.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,missing,COBOL,121.0,3,1,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,.Net,508.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,unknown,Oracle,61.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,PL/I,785.0,4,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,125.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,56.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,online analysis and reporting,COBOL,6.0,2,2,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Oracle,36.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,343.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,COOL:Gen,52.0,7,4,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,NATURAL,129.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,management or performance reporting,Java,101.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,PL/SQL,73.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,54.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,Java,498.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,missing,COBOL,98.0,8,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,online analysis and reporting,ASP.Net,430.0,9,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,55.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,missing,Java,199.0,3,3,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Formspath,77.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Java,344.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,PL/SQL,50.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,customer relationship management,.Net,440.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,financial transaction process/accounting,COBOL,759.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,64.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Java,527.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,63.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,104.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,Java,100.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,152.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,71.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,PL/I,168.0,4,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,missing,COBOL,867.0,3,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Visual Basic,128.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,56.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,COBOL,143.0,4,1,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,management or performance reporting,Java,22.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,transaction/production system,TELON,258.0,4,2,7.0,1,0,0,0,0,1,0,0,0,0,0,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2013,unknown,Missing,87.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,NATURAL,51.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,missing,COBOL,193.0,6,8,7.0,0,0,1,0,1,0,1,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2012,unknown,Java,217.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991,transaction/production system,COBOL,210.0,4,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,112.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,Java,2128.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,Missing,341.0,4,3,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,missing,Java,65.0,3,0,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,electronic data interchange,Java,147.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,missing,COBOL,105.0,4,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,381.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Oracle,74.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,workflow support & management,Oracle,459.0,2,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,55.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,missing,PL/I,271.0,7,2,,0,0,1,1,0,0,0,0,0,0,0,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,NATURAL,171.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,COBOL,99.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,59.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Oracle,58.0,3,0,,1,0,0,1,0,0,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
