<<<<<<< Updated upstream
<<<<<<< Updated upstream
<<<<<<< Updated upstream
ISBSG_Project_ID,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Work_Effort,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Tools_Used,External_EEF_Data_Quality_Rating_B,Project_PRF_Application_Group_Business_Application_Infrastructure_Software,Project_PRF_Application_Group_Infrastructure_Software,Project_PRF_Application_Group_Mathematically_intensive_application,Project_PRF_Application_Group_MathematicallyIntensive_Application,Project_PRF_Application_Group_Missing,Project_PRF_Application_Group_RealTime_Application,Project_PRF_Development_Type_New_Development,Project_PRF_Development_Type_Redevelopment,Tech_TF_Development_Platform_MF,Tech_TF_Development_Platform_MR,Tech_TF_Development_Platform_Missing,Tech_TF_Development_Platform_Multi,Tech_TF_Development_Platform_PC,Tech_TF_Development_Platform_Proprietary,Tech_TF_Language_Type_3GL,Tech_TF_Language_Type_4GL,Tech_TF_Language_Type_5GL,Tech_TF_Language_Type_APG,Tech_TF_Language_Type_ApG,Tech_TF_Language_Type_Missing,Project_PRF_CASE_Tool_Used_Missing,Project_PRF_CASE_Tool_Used_No,Project_PRF_CASE_Tool_Used_Yes,Tech_TF_Architecture_Missing,Tech_TF_Architecture_Multitier,Tech_TF_Architecture_Multitier__Client_server,Tech_TF_Architecture_Multitier_with_web_interface,Tech_TF_Architecture_Multitier_with_web_public_interface,Tech_TF_Architecture_Stand_alone,Tech_TF_Architecture_Standalone,Tech_TF_Client_Server_Missing,Tech_TF_Client_Server_No,Tech_TF_Client_Server_Not_Applicable,Tech_TF_Client_Server_Yes,Tech_TF_DBMS_Used_No,Tech_TF_DBMS_Used_Yes
24619,2015,Communication,Telecommunications;,Customer relationship management;,Siebel,73.0,S,2254.0,2254,30.9,30.9,18.7,3.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
24620,2010,Government,Government;Public administration;,Operating system or software utility;Electronic Data Interchange;,ABAP,360.0,M2,13390.0,13390,37.2,37.2,30.0,12.0,21-30,23.0,Missing,15,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
24621,2006,Missing,Missing,Financial transaction process/accounting;,Java,,S,347.0,347,,,,2.2,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24622,1999,Missing,Missing,Management Information System;,COBOL,216.0,M1,,9813,,45.4,,,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
24627,2001,Banking,Banking;,Financial transaction process/accounting;,PL/I,18.0,XS,306.0,306,17.0,17.0,6.0,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
24629,2004,Missing,Missing,Missing,COBOL,4.0,XXS,38.0,38,9.5,9.5,40.0,0.1,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24632,2015,Insurance,Insurance;,Financial transaction process/accounting;,COBOL,759.0,M2,7565.0,7565,10.0,10.0,126.5,6.0,9-14,9.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24633,2004,Missing,Missing,Financial application area;,Missing,58.0,S,800.0,800,13.8,13.8,13.8,4.2,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24637,2000,Insurance,Insurance;,Missing,PL/I,261.0,M1,683.0,683,2.6,2.6,130.5,2.0,Missing,,Missing,3,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24640,2002,Manufacturing,Manufacturing;,Trading;,Lotus Notes,287.0,M1,3430.0,3430,12.0,12.0,29.9,9.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
24641,1999,Insurance,Insurance;,Financial transaction process/accounting;,Visual Basic,30.0,S,1763.0,1763,58.8,58.8,2.3,13.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
24645,2009,Government,Government;,Business Application;,Java,302.0,M2,2936.0,2936,9.7,9.7,43.1,7.0,Missing,,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24646,1999,Communication,Communications;,Transaction/Production System;,SQL,766.0,M2,13183.0,13183,17.2,17.2,153.2,5.0,31-40,33.0,Missing,5,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24647,2002,Wholesale & Retail,Billing;,Billing;,C++,147.0,M1,14712.0,14712,100.1,100.1,,,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24649,1996,Insurance,Insurance;,Knowledge-based App. w/ Interactive & Batch dbs;,Missing,18.0,XS,,260,,14.4,4.5,4.0,Missing,,Missing,4,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
24652,2001,Service Industry,Transport & Storage;,Sales contact management;,C,214.0,M1,2754.0,2754,12.9,12.9,24.3,8.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
24656,2002,Insurance,Insurance;,Missing,Missing,408.0,M2,1054.0,1054,2.6,2.6,136.0,3.0,Missing,,Missing,4,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24658,2004,Manufacturing,Manufacturing;,Missing,Datastage,318.0,M2,16705.0,16705,52.5,52.5,21.2,15.0,15-20,16.0,Missing,3,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24660,1999,Insurance,Insurance;,Missing,PL/I,636.0,M2,2774.0,2774,4.4,4.4,127.2,5.0,Missing,,Missing,4,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24662,2000,Manufacturing,Manufacturing;,Missing,Visual Basic,55.0,S,3178.0,3178,57.8,57.8,,,Missing,,Missing,4,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24663,2014,Communication,Telecommunications;,Online. eSales;,Missing,95.0,S,2829.0,2829,29.8,29.8,41.3,2.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
24665,2005,Insurance,Insurance;,Missing,PL/I,168.0,M1,142.0,142,0.8,0.8,18.7,9.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24670,2004,Government,Government;Professional Services;,Document management;Operating system or software utility;,PL/I,382.0,M2,6124.0,6124,16.0,16.0,34.7,11.0,15-20,16.0,Missing,14,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24671,2004,Missing,Missing,Missing,HTML,6.0,XXS,18.0,18,3.0,3.0,,,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24672,2006,Insurance,Insurance;,Missing,PL/I,1843.0,L,17700.0,17700,9.6,9.6,122.9,15.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24677,2005,Communication,Communications;,relatively complex application;,Missing,201.0,M1,2624.0,2624,13.1,13.1,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
24678,2009,Manufacturing,Manufacturing;,European Warranty Management;,Java,272.0,M1,,4737,,17.4,25.4,10.7,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24679,2011,Manufacturing,Manufacturing;,Optimisation of the production;,Visual Basic,75.0,S,,2368,,31.6,3.5,21.3,Missing,,Missing,8,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24680,2008,Government,Government;,Catalogue/register of things or events;,PL/I,74.0,S,1640.0,1640,22.2,22.2,6.2,12.0,5-8,8.0,Missing,14,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24683,2010,Manufacturing,Manufacturing;,Customer management;,Java,143.0,M1,,3547,,24.8,8.6,16.7,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24685,2008,Wholesale & Retail,Wholesale & Retail Trade;,Logistic or supply planning & control;,COBOL,43.0,S,1421.0,1421,33.0,33.0,12.3,3.5,5-8,5.0,Missing,2,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24688,2010,Manufacturing,Manufacturing;,Tools management;,Java,103.0,M1,,1595,,15.5,11.8,8.7,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24690,1998,Communication,Telecommunication;,Transaction/Production System;,PASCAL,,M1,1255.0,1512,,,,7.0,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24694,2006,Missing,Missing,Financial transaction process/accounting;,.Net,,M1,3421.0,3421,,,,6.7,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24700,2006,Missing,Missing,Financial transaction process/accounting;,.Net,,S,185.0,185,,,,1.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24701,2014,Government,Government;,Business Application;,Oracle,33.0,S,667.0,667,20.2,20.2,82.5,0.4,Missing,,Agile Development;,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24703,2004,Electronics & Computers,Computers & Software;Human Ressources;,Human ressources management;,Java,1174.0,L,16326.0,16420,13.9,14.0,83.9,14.0,Missing,,Missing,12,,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
24704,2004,Missing,Missing,Missing,Unix Shell,67.0,S,121.0,121,1.8,1.8,14.6,4.6,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24708,2006,Missing,Missing,Financial transaction process/accounting;,Java,,M1,809.0,809,,,,6.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24709,2015,Insurance,Insurance;,Financial transaction process/accounting;,Java,110.0,M1,3034.0,3034,27.6,27.6,17.7,6.2,3-4,3.0,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24715,2002,Missing,Missing,Personnel system;,ABAP,157.0,M1,1383.0,1383,8.8,8.8,157.0,1.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
24717,1999,Communication,Communications;,Management Information System;,NATURAL,279.0,M1,937.0,1129,3.4,4.0,31.0,9.0,3-4,4.0,Missing,4,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24720,1999,Missing,Missing,Transaction/Production System;,COBOL,289.0,M1,8150.0,8150,28.2,28.2,24.1,12.0,5-8,5.0,Missing,2,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
24723,2009,Government,Government;,Business Application;,Java,256.0,M1,1454.0,1454,5.7,5.7,111.3,2.3,Missing,,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24724,1999,Communication,Communications;,Transaction/Production System;,COBOL,56.0,S,3030.0,3030,54.1,54.1,7.0,8.0,5-8,8.0,Missing,4,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24733,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,7.0,XXS,405.0,405,57.9,57.9,1.2,6.0,9-14,10.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24741,2015,Insurance,Insurance;,Financial transaction process/accounting;,COBOL,755.0,M2,4889.0,4889,6.5,6.5,134.8,5.6,5-8,6.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24743,2014,Communication,Telecommunications;,Enterprise Management;,Missing,54.0,S,995.0,995,18.4,18.4,15.9,3.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
24749,1994,Mining,Mining;,Decision Support System;Management Information System;,Access,177.0,Missing,308.0,326,1.7,1.8,88.5,2.0,2,2.0,Joint Application Development (JAD);,6,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
24751,2003,Insurance,Insurance;,Missing,PL/I,247.0,M1,1064.0,1064,4.3,4.3,61.8,4.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
24755,2005,Missing,Missing,Missing,RPG,599.0,M2,1752.0,1752,2.9,2.9,213.9,2.8,Missing,,Missing,2,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24756,1993,Service Industry,Community Services;,Management Information System;,INGRES,1956.0,L,13083.0,16790,6.7,8.6,,,Missing,,Missing,5,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
24762,2005,Communication,Telecommunication;,Missing,C++,,Missing,2022.0,2454,,,,4.8,9-14,11.0,Missing,0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24764,2015,Communication,Telecommunications;,Integration;,TIBCO,195.0,M1,1571.0,1571,8.1,8.1,34.8,5.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
24768,1995,Financial,"Financial, Property & Business Services;",Transaction/Production System;,PowerBuilder,258.0,M1,,5048,,19.6,64.5,4.0,3-4,4.0,Missing,5,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24770,2015,Communication,Telecommunications;,Online. eSales;,Missing,113.0,M1,2705.0,2705,23.9,23.9,25.7,4.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
24775,2005,Communication,Telecommunication;,Missing,Missing,40.0,S,839.0,839,21.0,21.0,2.2,18.0,Missing,,Missing,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24781,2014,Insurance,Insurance;,Unknown;,PL/SQL,60.0,S,130.0,130,2.2,2.2,31.6,1.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24784,2014,Communication,Telecommunications;,Online. eSales;,Missing,94.0,S,795.0,795,8.5,8.5,62.7,1.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
24785,2009,Manufacturing,Manufacturing;,Cars documentation;,Java,106.0,M1,,2002,,18.9,9.6,11.0,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24787,2005,Government,Government;,Management of Licences and Permits;,COOL:Gen,81.0,S,1098.0,1098,13.6,13.6,16.2,5.0,Missing,,Missing,9,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24790,1994,Utilities,"Electricity, Gas, Water;",Transaction/Production System;,COBOL,301.0,M2,2500.0,2600,8.3,8.6,37.6,8.0,Missing,,Multifunctional Teams;,3,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24791,2002,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;,PowerBuilder,104.0,M1,730.0,730,7.0,7.0,,,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
24795,2004,Missing,Missing,Missing,Missing,44.0,S,173.0,173,3.9,3.9,12.6,3.5,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24797,1995,Banking,Banking;,Transaction/Production System;,Visual Basic,247.0,M1,1757.0,1757,7.1,7.1,41.2,6.0,5-8,7.0,Joint Application Development (JAD);,6,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
24803,2003,Communication,Communications;,Business;Customer billing/relationship management;,COBOL,760.0,M2,27838.0,43497,36.6,57.2,76.0,10.0,Missing,,Missing,9,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24807,2001,Insurance,Insurance;,Missing,PL/I,167.0,M1,2563.0,2563,15.3,15.3,23.9,7.0,Missing,,Waterfall (incl Linear Processing & SSADM);,7,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24813,2005,Communication,Communications;,relatively complex application;,Missing,37.0,S,405.0,405,10.9,10.9,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24814,2000,Insurance,Insurance;,Financial transaction process/accounting;,Visual Basic,363.0,M2,10781.0,10781,29.7,29.7,121.0,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
24818,2014,Insurance,Insurance;,Unknown;,Missing,55.0,S,77.0,77,1.4,1.4,39.3,1.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24820,2006,Service Industry,Government;Community Services;,"Document management;Job, case, incident, project management;",C#,277.0,M1,6809.0,6809,24.6,24.6,30.8,9.0,5-8,7.0,Missing,14,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24824,2000,Communication,Communications;,Transaction/Production System;,JavaScript,140.0,M1,699.0,1092,5.0,7.8,70.0,2.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
24825,1999,Insurance,Insurance;,Financial transaction process/accounting;,Visual Basic,491.0,M2,6549.0,6549,13.3,13.3,163.7,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
24831,2005,Banking,Banking;,Financial transaction process/accounting;,Java,268.0,M1,6552.0,6552,24.4,24.4,,,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24835,2013,Insurance,Insurance;,Unknown;,Missing,123.0,M1,1620.0,1620,13.2,13.2,49.2,2.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24838,2004,Missing,Missing,Missing,Java,132.0,M1,401.0,401,3.0,3.0,,,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24851,2002,Missing,Missing,Missing,Missing,2456.0,L,2464.0,2464,1.0,1.0,,,Missing,,Missing,4,,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24853,2009,Manufacturing,Manufacturing;,Parts management;,PL/I,121.0,M1,,1169,,9.7,19.8,6.1,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
24854,2002,Missing,Missing,Management Information System;,COBOL,226.0,M1,8258.0,8258,36.5,36.5,18.5,12.2,3-4,4.0,Missing,2,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
24866,2013,Insurance,Insurance;,Unknown;,Missing,146.0,M1,1215.0,1215,8.3,8.3,11.4,12.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24871,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,9.0,XXS,593.0,593,65.9,65.9,1.5,6.0,9-14,9.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24884,1998,Insurance,Insurance;,Missing,COBOL,7134.0,XL,,25217,,3.5,375.5,19.0,Missing,,Missing,4,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24887,2006,Government,Government;Public Administration;,Document management;,Java,,Missing,4294.0,4294,,,,6.7,5-8,6.0,Missing,1,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24889,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,7.0,XXS,241.0,241,34.4,34.4,2.3,3.0,5-8,6.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24890,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,31.0,S,2681.0,2681,86.5,86.5,2.4,13.0,51-60,59.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
