isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
32296,B,2013,Service Industry,government,Business Application,catalogue/register of things or events,Enhancement,PC,3GL,.Net,19.0,M1,10,10,1.5,1.9,,,,7.7,,,Yes,agile development,Yes,19,Multi-tier with web public interface,Yes,,,,,Web,Yes,0,,,,,,,,,,,,0.0,,,"European, euro",
32692,B,2012,Government,"education institution; electricity, gas, water; ieee",Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,101.0,S,50,36,1.0,1.2,2.7,20.9,36.8,7.7,1,2.0,Yes,agile development; personal software process (psp); unified process,Yes,20,Multi-tier with web public interface,,,database server; html/web server,,,Web,Yes,0,,,,,,,,,8.0,,,,,,"Canada, dollar",
30367,A,2014,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,Oracle,52.0,M1,110,122,5.8,6.8,0.7,147.0,,1.9,5-8,2.0,Yes,agile development,Yes,16,,Yes,data entry & validation; data retrieval & presentation; web/html browser,database server; file/print server; html/web server; multi-user legacy application,,,Web,Yes,0,,,,1.0,,,,,,4.0,,,0.0,,"Canada, dollar","Yes 10,000"
23319,B,2010,Electronics & Computers,medical and health care,Business Application,data or database management,Re-development,,3GL,Java,8.0,M1,28,64,3.1,3.9,1.7,5.5,1.4,,2,,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,,,,Web,Yes,0,,,,1.0,,,,,6.0,,,,,89968.0,"European, euro",
13784,B,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,9.0,S,261,226,17.4,17.8,,0.6,0.3,17.0,9-14,,Yes,agile development,Yes,3,Multi-tier with web public interface,Yes,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,1,,,,8.0,,,,,,,,2.0,0.0,19273.0,"European, euro",
26608,B,2011,Banking,government,Business Application,security/authentication,Enhancement,Multi,3GL,Java,194.0,S,5081,3075,2.9,3.6,,15.0,92.3,6.4,1,4.0,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,7.0,,,,,266233.0,"European, euro",
15148,B,2007,Banking,government,Business Application,surveillance and security,New Development,PC,3GL,Proprietary Agile Platform,45.0,S,69,172,0.5,0.5,,2.9,1.6,16.0,1,3.0,No,agile development,Yes,2,Stand alone,Yes,,,,,Web,Yes,1,,,,,,,,,,,,0.0,,,"United States, dollar",
30621,B,2011,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,7.0,XXS,295,348,2.8,3.7,,0.3,0.4,18.8,1,2.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,3.0,,,,,,,,,,,"European, euro",
31166,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,business application,Enhancement,PC,3GL,.Net,171.0,S,1366,651,3.7,4.5,,57.8,55.8,9.0,,2.0,Yes,agile development,Yes,10,Stand alone,Yes,,,,,,Yes,2,,,,,,,,,,1.0,19.0,,1.0,,"European, euro",
16039,A,2014,Wholesale & Retail,transport & storage,Business Application,course management,New Development,Proprietary,3GL,Proprietary Agile Platform,326.0,XL,14500,9666,26.4,29.7,,288.5,18.1,0.9,61-70,46.0,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,data entry & validation; data retrieval & presentation; device/equipment interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,,0,,,1.0,10.0,,,,1.0,,,27.0,1.0,1.0,,"European, euro","Yes 10,000"
15011,B,2013,Government,government,Business Application,web-based application,Enhancement,Proprietary,3GL,.Net,106.0,M1,1879,1577,7.4,8.0,1.8,195.1,56.1,3.0,,,No,agile development; unified process,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,,,,94188.0,"European, euro",
27500,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,data warehouse system; financial transaction process/accounting; management or performance reporting,Enhancement,PC,3GL,Oracle,8.0,S,11,14,2.3,2.9,,4.3,11.0,7.5,1,,No,agile development,Yes,2,Stand alone,,,,,,Web,Yes,0,,,,2.0,,,,,8.0,,,,,,"Canada, dollar",
23265,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,S,13,32,25.7,26.0,,1.1,,2.8,1,2.0,Yes,agile development; iterative,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,12.0,,,,,,"European, euro",
30367,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,Oracle,8.0,S,10,11,3.9,4.4,,41.7,18.7,3.5,,2.0,No,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,,,,,"European, euro",No
17137,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,10.0,S,452,429,4.3,5.5,1.2,0.6,2.4,10.3,1,,No,agile development,Yes,1,Stand alone,,web/html browser,,,,,Yes,1,,0.0,,,,,,,4.0,,,,,,"European, euro",
13695,B,2014,Government,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,82.0,S,2813,1901,26.1,28.5,,24.2,18.6,2.0,1,,Yes,agile development,Yes,8,Stand alone,,,,,,,,0,,,0.0,,,,,,,1.0,6.0,,,,"European, euro","Yes 10,000"
31969,B,2009,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,New Development,PC,3GL,Oracle,28.0,S,10,10,0.5,0.6,,6.9,14.8,16.8,1,2.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,Yes,0,,,,,,,,,,,26.0,,,188473.0,"European, euro",
32296,C,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,PC,3GL,Oracle,326.0,S,86,52,0.5,0.6,,195.1,117.1,3.9,1,2.0,Yes,agile development; personal software process (psp); unified process,Yes,20,Stand alone,Yes,,,,,,Yes,1,,,,2.0,,,,0.0,,1.0,,,0.0,,"Canada, dollar","Yes 10,000"
14928,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,Proprietary,3GL,.Net,60.0,S,13683,7508,37.4,38.5,,32.6,4.8,10.4,1,,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,5.0,,,4.0,,,,"European, euro",
32725,B,2015,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,63.0,S,105,49,5.4,5.9,,131.4,,0.7,1,5.0,Yes,agile development; unified process,Yes,1,,,,,,,,,0,,,,,,,,,,,,,,68451.0,"European, euro","Yes 10,000"
17275,B,2013,Banking,government,Business Application,data warehouse system; financial transaction process/accounting; management or performance reporting,Enhancement,PC,3GL,.Net,34.0,S,9,9,0.6,0.7,0.2,16.6,0.5,8.5,1,2.0,Yes,agile development,Yes,19,Stand alone,,,,,,,Yes,0,,,2.0,3.0,,,,,3.0,,,,,,"European, euro",
26608,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,5.0,XXS,71,92,39.2,39.4,,0.4,,17.5,,,Yes,agile development,Yes,3,Stand alone,,,,,,,Yes,1,,,,,,,,,,4.0,18.0,,1.0,226009.0,"European, euro",
14319,B,2011,Education,high tech,Business Application,auditing management,New Development,MR,3GL,Oracle,362.0,M1,3980,3065,4.7,5.4,,95.2,,16.4,5-8,,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,6.0,,6.0,,,,,,,,0.0,,,"European, euro",
19859,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,surveillance and security,Enhancement,PC,3GL,.Net,38.0,S,7950,5358,59.1,58.4,,5.6,5.0,7.1,,3.0,Yes,agile development,Yes,1,,,,,,,Web,Yes,0,,,,,,,,1.0,,,,,,,"European, euro",
30466,B,2013,Banking,aerospace / automotive,Business Application,business application,Enhancement,PC,3GL,.Net,6.0,XXS,9,9,0.5,0.5,11.8,4.2,,11.3,1,2.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,4.0,,,,,,,31.0,,,52804.0,"Canada, dollar",
23552,B,2012,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,429.0,M1,4477,2722,4.1,5.0,0.0,83.1,95.9,4.7,,4.0,Yes,agile development,Yes,8,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,0.0,0.0,159999.0,"European, euro",No
13695,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,5.0,XXS,17,16,22.5,23.2,,0.3,0.4,6.2,1,,Yes,agile development,Yes,20,Stand alone,,,,,,,Yes,1,,,,,,,,,,,10.0,,,,"European, euro",
23839,B,2014,Government,food processing,Business Application,complex process control; workflow support & management,Enhancement,,3GL,Oracle,94.0,S,61,77,4.6,5.4,,38.4,,7.4,5-8,3.0,Yes,agile development,Yes,4,Stand alone,,,,,,,,0,,,,,,,,,,24.0,,,,,"European, euro","Yes 10,000"
27970,B,2009,Utilities,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",New Development,PC,3GL,Oracle,411.0,M2,2100,1677,1.1,1.4,5.7,234.5,122.7,7.9,2,9.0,Yes,agile development,Yes,2,Multi-tier with web public interface,No,,,,,Web,,0,,,0.0,,,,,,,4.0,17.0,,1.0,,"European, euro",
26034,B,2014,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,68.0,M1,565,272,1.9,2.3,,146.2,,1.1,9-14,5.0,No,agile development,Yes,1,,,,,,,,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
15558,B,2014,Education,transport & storage,Business Application,data or database management,Enhancement,Proprietary,4GL,Oracle,435.0,M1,2962,1612,5.0,6.0,,357.2,,1.6,2,11.0,Yes,agile development; unified process,Yes,10,Client server,,,,,,Web,,0,,,,,,,,,,,,,,210080.0,"European, euro","Yes 10,000"
31103,B,2012,Education,government,Infrastructure Software,business application,New Development,PC,3GL,.Net,5.0,S,86,133,12.3,13.6,,2.4,,5.4,5-8,,Yes,agile development,Yes,1,Client server,Yes,,,,,,Yes,0,,,,2.0,,,,,4.0,,,,,153503.0,"European, euro",
14325,C,2010,Education,aerospace / automotive,Business Application,catalogue/register of things or events; logistic or supply planning & control,New Development,,3GL,Oracle,390.0,M1,11318,7471,23.3,24.6,,29.3,19.8,,9-14,28.0,Yes,agile development,Yes,3,,Yes,data entry & validation; data retrieval & presentation; run a computer-human interface; security; web/html browser,,,,,Yes,0,,2.0,,,,,,5.0,,,,0.0,0.0,115256.0,"European, euro",
23319,B,2011,Banking,banking,Business Application,auditing management,Enhancement,,3GL,.Net,305.0,M1,1203,850,0.5,0.5,53.5,71.1,71.0,11.1,,6.0,Yes,agile development,Yes,3,Multi-tier with web public interface,,,,,,Web,,0,,2.0,1.0,7.0,,,,0.0,,,,,,,"European, euro",
25559,B,2009,Education,community services; government,Business Application,surveillance and security,New Development,PC,3GL,Java,,M2,2323,1534,9.6,10.2,8.5,20.9,,13.5,9-14,7.0,Yes,agile development,Yes,9,Multi-tier with web public interface,Yes,,,,,Web,Yes,0,,,0.0,,,,,,,,15.0,0.0,,,"European, euro",
15011,B,2007,Government,education institution,Business Application,data warehouse system; financial transaction process/accounting; management or performance reporting,Re-development,PC,3GL,.Net,16.0,S,52,52,18.4,18.8,140.2,4.5,,16.4,,4.0,Yes,agile development,Yes,17,Client server,Yes,,,,,Web,Yes,1,,0.0,,3.0,,,,,,1.0,,0.0,1.0,87959.0,"Canada, dollar",
17548,B,2009,Government,all industry organization types,Business Application,business application,Enhancement,PC,3GL,Java,50.0,M1,5014,4060,20.7,20.9,,12.8,,12.1,,4.0,Yes,agile development,Yes,1,,,web/html browser,,,,Web,Yes,0,,,,,,,,,9.0,,,,1.0,,"European, euro",
14335,B,2012,Service Industry,biotech,Business Application,idm,Enhancement,Proprietary,3GL,Java,48.0,M1,1559,1190,41.7,40.4,,80.9,17.1,1.5,,14.0,No,agile development,Yes,1,Client server,,,,,,,,0,,,,,,,,,,,10.0,,,,"European, euro",
16039,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,mathematical modelling (finance or eng.); software development tool,New Development,PC,3GL,.Net,10.0,XXS,9,10,0.5,0.6,,0.4,,14.4,1,2.0,Yes,agile development,Yes,17,Stand alone,,,,,,Web,Yes,0,,,,,,,,,9.0,,,,,,"European, euro",
14525,B,2014,Service Industry,"education institution; electricity, gas, water; ieee",Business Application,business application,Enhancement,Proprietary,3GL,.Net,102.0,S,4386,2698,6.8,8.5,,74.8,,2.4,,10.0,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,6.0,,,,,,"European, euro","Yes 10,000"
23265,B,2014,Education,medical and health care,Business Application,business application,Enhancement,MR,3GL,Proprietary Agile Platform,45.0,M1,735,683,14.1,15.0,0.0,39.1,,1.7,9-14,,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,14.0,,,91509.0,"European, euro",
32692,B,2014,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,19.0,S,16,15,1.3,1.5,,14.5,8.5,4.9,1,,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,,,,191206.0,"European, euro",
24701,B,2013,Government,government,Business Application,business application,New Development,PC,3GL,Proprietary Agile Platform,370.0,S,2274,1744,1.8,2.2,0.1,81.2,,1.2,,,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,,,,,"Canada, dollar","Yes 10,000"
25415,B,2015,Service Industry,government,Business Application,surveillance and security,Enhancement,,3GL,.Net,22.0,S,15,11,3.0,3.7,,69.6,129.7,0.7,1,5.0,No,agile development,Yes,16,Multi-tier with web public interface,,,,,,,,0,,,,2.0,,,,,,,36.0,,,,"European, euro","Yes 10,000"
13026,A,2009,Medical & Health Care,education institution,Infrastructure Software,customer billing/relationship management,New Development,Proprietary,3GL,Proprietary Agile Platform,862.0,L,29445,16768,9.1,11.0,,340.2,,10.1,2,,Yes,agile development,Yes,3,Multi-tier with web public interface,Yes,data entry & validation; run a computer-human interface; web public interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,0.0,2.0,,,,0.0,,1.0,14.0,0.0,1.0,,"European, euro",
20465,B,2009,Utilities,high tech,Infrastructure Software,automated data acquisition,New Development,PC,3GL,Proprietary Agile Platform,30.0,M2,3880,2898,32.0,33.4,0.1,44.1,,2.2,61-70,42.0,Yes,agile development,Yes,1,Multi-tier with web public interface,No,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,3.0,,,,,1.0,2.0,,,0.0,0.0,5952.0,"European, euro",
25559,B,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,118.0,S,7708,2839,6.7,7.8,26.2,3.3,18.0,17.2,1,3.0,No,agile development,Yes,15,Stand alone,Yes,,,,,,Yes,2,,8.0,,,,,,1.0,,,,0.0,0.0,,"Canada, dollar",
12664,B,2009,Education,community services; government,Business Application,surveillance and security,Enhancement,Proprietary,3GL,Java,456.0,M2,4873,2650,2.5,3.3,,109.0,124.4,7.6,,14.0,No,agile development,Yes,12,Client server,Yes,,,,,Web,,0,,,4.0,,,,,0.0,,,,0.0,,,"Canada, dollar",
14319,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,74.0,XXS,391,405,1.1,1.5,,7.8,21.3,11.9,1,2.0,Yes,agile development,Yes,2,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,,"European, euro",
32725,D,2006,Electronics & Computers,high tech,Infrastructure Software,student & tests management,Re-development,PC,3GL,JavaScript,1752.0,XL,10811,7512,0.5,0.5,,330.2,37.6,12.8,2,,Yes,agile development; multifunctional teams,Yes,20,Multi-tier with web public interface,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,3,,1.0,8.0,,,,,4.0,3.0,2.0,,1.0,12.0,217644.0,"European, euro",
31103,D,2006,Wholesale & Retail,energy,Infrastructure Software,airport management,Re-development,PC,3GL,Oracle,1557.0,XL,27712,20236,0.7,0.9,,370.1,,13.7,2,14.0,Yes,agile development,Yes,1,Multi-tier with web public interface,No,data entry & validation; run a computer-human interface; web public interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,0.0,4.0,,,,,,,18.0,,0.0,12.0,,"European, euro",
30621,A,2013,Wholesale & Retail,energy,Business Application,online analysis and reporting,New Development,MR,3GL,Java,413.0,L,1856,1437,2.9,4.1,,429.3,254.9,0.7,3-4,36.0,Yes,agile development,Yes,12,Multi-tier with web public interface,,,,,,Web,,0,,,1.0,,,,,,,,,,,,"European, euro","Yes 10,000"
15148,B,2010,Government,government,Infrastructure Software,business application,New Development,PC,3GL,Proprietary Agile Platform,39.0,M2,4944,3520,26.4,27.3,,29.6,41.1,5.9,5-8,18.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,Yes,0,,,,,,,,8.0,,,,,,,"Canada, dollar",
10317,B,2008,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,337.0,M2,30046,18873,19.8,21.5,52.8,37.0,2.8,18.1,5-8,7.0,Yes,agile development,Yes,1,Stand alone,No,data entry & validation; data retrieval & presentation; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,2,,2.0,8.0,,,,,4.0,,4.0,,1.0,1.0,,"European, euro",
15558,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,XXS,11,10,10.0,11.5,0.3,5.7,17.7,3.3,1,2.0,No,agile development,Yes,12,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
31166,B,2012,Banking,government,Business Application,auditing management,Enhancement,PC,3GL,Oracle,13.0,S,69,102,17.7,18.5,13.7,3.8,1.6,14.0,1,3.0,Yes,agile development,Yes,4,Stand alone,,,,,,Web,Yes,0,,,,,,,,,,,,,,,"European, euro",
18328,B,2011,Government,community services; government; public administration,Business Application,surveillance and security,Enhancement,Multi,3GL,Java,11.0,S,614,836,29.4,30.5,1.6,2.8,0.5,5.8,5-8,11.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,60521.0,"European, euro",
10317,B,2015,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,20.0,S,510,188,44.2,43.9,0.0,27.5,,1.8,,3.0,No,agile development,Yes,17,Stand alone,,,,,,,,0,,8.0,3.0,8.0,,,,,,,,,,,"European, euro",
31166,B,2010,Service Industry,community services; institutions eg. kindergartens,Business Application,auditing management,Enhancement,MR,3GL,Oracle,307.0,M1,1068,933,0.7,0.8,,,40.4,13.1,,,No,agile development,Yes,6,Client server,,,,,,Web,,0,,,,,,,,,4.0,,,,,,"European, euro",
31166,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,20.0,XXS,11,16,4.7,5.4,,9.3,,9.9,1,2.0,No,agile development; joint application development (jad); multifunctional teams,Yes,2,Stand alone,,,,,,,Yes,0,,,,,,,,,2.0,,16.0,,,,"Canada, dollar",
14335,B,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,15.0,S,357,389,11.7,13.1,0.2,2.7,,11.8,21-30,4.0,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,web public interface,,,,Web,,0,,,,,,,,,4.0,,,,0.0,124969.0,"Canada, dollar",
32692,A,2011,Electronics & Computers,"education institution; electricity, gas, water; ieee",Business Application,data or database management,New Development,,3GL,.Net,636.0,M2,6448,4262,2.1,2.8,6.5,352.6,,6.9,3-4,,Yes,agile development,Yes,2,Multi-tier with web public interface,Yes,web/html browser,,,,Web,Yes,0,,,,,,,,,,,,0.0,,,"Canada, dollar",
30367,B,2011,Medical & Health Care,aerospace / automotive,Business Application,promotions,Enhancement,Multi,3GL,Proprietary Agile Platform,241.0,M1,4626,2732,8.3,9.6,2.6,85.7,,7.7,5-8,,Yes,agile development,Yes,7,Multi-tier with web public interface,Yes,,database server; html/web server,,,Web,,0,,,,,,,,,,24.0,,0.0,1.0,,"European, euro",
21719,D,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,168.0,M1,1117,672,8.6,11.1,,44.2,62.7,4.8,,3.0,Yes,agile development; unified process,Yes,20,Stand alone,Yes,,,,,,Yes,1,,1.0,5.0,4.0,,,,,,1.0,,,0.0,,"European, euro","Yes 10,000"
14535,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,144.0,M1,281,101,2.4,3.0,0.8,65.3,,4.7,1,,Yes,agile development,Yes,20,Stand alone,,,,,,Web,Yes,1,,,0.0,2.0,,,,,,,,,,,"European, euro",
17275,B,2012,Service Industry,aerospace / automotive,Business Application,analysis management,New Development,PC,3GL,.Net,322.0,M1,3144,2170,1.3,,2.6,78.8,43.5,9.8,,7.0,Yes,agile development,Yes,1,,,web public interface,,,,Web,,0,,,,,,,,,,,,0.0,,,"European, euro",
26861,B,2010,Electronics & Computers,all industry organization types,Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",Re-development,PC,3GL,Java,477.0,L,2852,2105,1.8,2.1,1.1,281.3,51.9,4.0,3-4,23.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,7.0,4.0,56.0,0.0,,,"Canada, dollar",
32010,A,2009,Wholesale & Retail,public sector,Business Application,customer relationship management,Re-development,Proprietary,4GL,Java,860.0,L,2007,1103,0.6,0.7,,529.3,247.9,4.1,61-70,18.0,Yes,agile development,Yes,20,Multi-tier with web public interface,Yes,web public interface,database server; file/print server; html/web server; mail server; security/authentication,,,Web,,0,,,,,,,,2.0,,,,,,,"Canada, dollar",
31103,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,11,11,22.2,22.3,,2.1,0.8,3.3,1,3.0,No,agile development,Yes,1,,,,,,,,Yes,0,,,,,,,,,4.0,,,,,,"European, euro",
14319,A,2011,Service Industry,government,Business Application,business application,Enhancement,PC,3GL,Oracle,4.0,M1,71,177,46.4,46.9,3.8,2.7,0.3,9.8,3-4,17.0,Yes,agile development; joint application development (jad); multifunctional teams,Yes,1,Multi-tier with web public interface,,data entry & validation; run a computer-human interface; web public interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,0.0,,,,,,5.0,,,,,,,"Canada, dollar",
29221,B,2013,Banking,education institution,Business Application,business application,Enhancement,Multi,3GL,.Net,77.0,M1,18,27,0.5,0.5,,38.6,,11.8,1,2.0,No,agile development,Yes,1,Client server,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
27063,D,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,mathematical modelling (finance or eng.); software development tool,Enhancement,PC,3GL,Oracle,21.0,S,75,56,11.0,12.1,,2.2,0.9,14.0,1,2.0,Yes,agile development,Yes,20,Stand alone,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,4,,,,,,,,1.0,,18.0,,1.0,0.0,,"United States, dollar",
21837,A,2008,Electronics & Computers,surveillance & security,Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",New Development,PC,3GL,PL/I,217.0,L,409,560,0.6,0.6,,89.5,9.4,8.0,2,,Yes,agile development; personal software process (psp); unified process,Yes,7,Multi-tier with web public interface,No,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,8.0,0.0,,,,,,,2.0,,1.0,,104816.0,"Canada, dollar",
17275,A,2011,Education,government,Business Application,surveillance and security,New Development,Proprietary,3GL,Java,397.0,M1,16347,10049,24.8,27.0,1.2,97.1,117.4,5.8,9-14,,Yes,agile development; joint application development (jad); multifunctional teams,Yes,1,Client server,,,,,,Web,,0,,,,5.0,,,,,8.0,,,,,,"Canada, dollar",
14928,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,Multi,3GL,Oracle,,M1,1366,1259,49.3,49.0,,5.4,25.8,,5-8,15.0,Yes,agile development,Yes,1,Client server,,,,,,Web,,0,,,,,,,,1.0,,,,0.0,,101155.0,"European, euro","Yes 10,000"
