isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
21805,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,17.0,xs,1391.0,1391,81.8,81.8,,1.5,0.0,11.0,31-40,34.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,38617.0,"united states, dollar",no
21809,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,m1,338.0,338,,,,,,4.8,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
21810,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,4.0,xxs,1549.0,1549,387.3,387.3,,0.2,0.0,18.0,41-50,48.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,75915.0,"united states, dollar",no
21813,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m1,2801.0,2801,,,,,,7.4,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
21816,b,2004,,,business application,financial application area,enhancement,multi,3gl,java,162.0,m1,940.0,940,5.8,5.8,,27.0,,6.0,,,,,,2,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
21817,b,1999,,,,,new development,,,,245.0,m1,1152.0,1152,4.7,4.7,,22.3,11.1,11.0,2,2.0,yes,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
21819,b,1998,,,,,new development,,,,860.0,m2,2074.0,2074,2.4,2.4,4.7,143.3,35.8,6.0,3-4,4.0,yes,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
21820,a,1999,financial,"financial, property & business services",business application,automated customer statements,enhancement,pc,3gl,cobol,397.0,m2,1101.0,1101,2.8,2.8,0.0,66.2,,6.0,,,yes,joint application development jad,,6,,,,,,,,1.0,,,,,,,,,,,,,,,,
21821,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3gl,,116.0,m1,2425.0,2425,20.9,20.9,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21822,a,2007,government,government,business application,catalogue/register of things or events; customer billing/relationship management; document management; geographic or spatial information system; mathematical modelling finance or eng.; electronic data interchange,enhancement,multi,3gl,c#,960.0,m2,9261.0,9261,9.6,9.6,17.7,137.1,8.1,7.0,15-20,17.0,no,,,15,yes,run a computer-human interface; business logic or rule processing; data entry & validation; data retrieval & presentation,database server; multi-user legacy application; security/authentication,,,,yes,3.0,,0.0,17.0,3.0,,,,3.0,7.0,11.0,7.0,0.0,0.0,,,
21824,b,2015,insurance,insurance,business application,unknown,enhancement,,,,54.0,s,307.0,307,5.7,5.7,,11.3,,4.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21827,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,m1,1801.0,1801,,,,,,4.8,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
21829,b,2012,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,siebel,116.0,m1,2738.0,2738,23.6,23.6,,29.0,,4.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21837,b,2014,government,government,business application,business application,enhancement,,4gl,.net,51.0,s,1102.0,1102,21.6,21.6,0.0,72.9,,0.7,,,,agile development,,3,,,,,,,,0.0,,,,,,,,,,,,,,90300.0,"european, euro",no
21838,b,2004,,,business application,financial application area,new development,multi,4gl,,,m2,15934.0,15934,,,,,,15.0,,,,,,2,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
21842,a,1999,insurance,insurance,,,new development,mf,3gl,cobol,1900.0,l,,13130,,6.9,,90.5,,21.0,,,don't know,,,4,yes,,,mainframe; client: presentation; server: processing,mainframe,,yes,1.0,don't know,,,,,,,,,,,,,,,
21846,a,2009,government,government; public administration,business application,customer billing/relationship management,enhancement,multi,4gl,abap,381.0,m2,22460.0,22460,59.0,59.0,23.6,31.8,1.0,12.0,31-40,32.0,,,,15,yes,,,,,,yes,6.0,,30.0,0.0,2.0,,,,5.0,17.0,10.0,20.0,0.0,2.0,,,
21852,b,2011,manufacturing,manufacturing,mathematically-intensive application,car design,new development,pc,3gl,java,134.0,m1,,885,,6.6,0.0,37.2,,3.6,,,yes,,,8,no,,,stand alone,stand alone,,yes,4.0,,,,,,,,,,,,,0.0,,,
21853,b,1999,,,business application,electronic data interchange,new development,mf,3gl,cobol,356.0,m2,8802.0,8802,24.7,24.7,,20.7,3.8,17.2,5-8,5.45,no,,,2,no,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21854,a,1998,banking,banking,business application,management information system,new development,mr,4gl,visual basic,120.0,m1,,1890,,15.8,,60.0,,2.0,,,no,multifunctional teams,yes,5,yes,,,"proprietary midrange; client: presentation, processing",proprietary midrange,,yes,2.0,yes,,,,,,,,,,10.0,0.0,,130357.0,"united states, dollar",
21857,b,2002,manufacturing,chemicals,business application,sales contact management,new development,pc,4gl,asp,242.0,m1,626.0,626,2.6,2.6,,96.8,,2.5,,,no,waterfall incl linear processing & ssadm,,3,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
21858,b,2012,government,government,business application,business application,enhancement,,3gl,php,432.0,m2,1897.0,1897,4.4,4.4,0.0,24.5,4.9,17.6,5-8,5.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,199185.0,"european, euro",no
21859,b,2014,insurance,insurance,business application,unknown,enhancement,,4gl,natural,98.0,s,376.0,376,3.8,3.8,,36.3,,2.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21864,b,2010,manufacturing,manufacturing,business application,technical support information system,enhancement,mr,4gl,siebel,75.0,s,,1866,,24.9,0.0,18.8,,4.0,,,,,,8,yes,,,client server,client server,,yes,2.0,,,,,,,,,,,,,,,,
21871,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,9.0,xxs,2783.0,2783,309.2,309.2,,0.5,0.0,19.0,21-30,25.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,111802.0,"united states, dollar",no
21872,b,2011,manufacturing,manufacturing,business application,after selling reporting,enhancement,pc,3gl,java,66.0,s,,1087,,16.5,0.0,13.2,,5.0,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,0.0,,,
21873,b,2004,banking,banking,,,new development,pc,3gl,c++,176.0,m1,839.0,839,4.8,4.8,,8.0,,22.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21874,b,2004,government,public administration,,,new development,multi,3gl,java,523.0,m2,1305.0,1305,2.5,2.5,,74.7,,7.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21882,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; data warehouse,enhancement,,4gl,,,xxs,40.0,40,,,,,,2.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21886,b,2000,communication,communications,real-time application,telecom & network management,enhancement,,,,73.0,s,912.0,912,12.5,12.5,,14.6,3.7,5.0,3-4,4.0,,,,4,,,,,,,,3.0,yes,,,,,,,,,,,,,,,
21889,b,1997,manufacturing,chemicals,business application,customer billing/relationship management,new development,multi,4gl,access,807.0,m2,2620.0,2620,3.2,3.2,,90.7,,8.9,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
21897,b,2013,communication,telecommunications,business application,data warehouse system,enhancement,multi,3gl,shell,270.0,m1,2782.0,2782,10.3,10.3,,45.0,,6.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21907,b,2001,government,public administration,,,new development,multi,,cognos,82.0,s,892.0,892,10.9,10.9,,16.4,,5.0,,,,waterfall incl linear processing & ssadm,,7,,,,,,,,2.0,,,,,,,,,,,,,,,,
21908,a,1995,government,public administration; community services,business application,transaction/production system,new development,mf,3gl,cobol,140.0,m1,10212.0,13528,72.9,96.6,14.3,17.5,1.3,8.0,9-14,13.0,yes,joint application development jad; multifunctional teams,yes,5,no,,,,,,yes,6.0,,,,,,,,,,,,,,,,
21913,a,1993,government,public administration,business application,transaction/production system,enhancement,mf,3gl,cobol,,l,39035.0,39035,,,,,,11.0,,,,multifunctional teams,,5,,,,,,,yes,7.0,,,,,,,,,,,,,,,,
21915,b,1995,electronics & computers,computers & software,business application,management information system,new development,mf,3gl,pl/i,383.0,m2,1367.0,1367,3.6,3.6,,76.6,38.3,5.0,2,2.0,,,yes,5,no,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21920,b,1997,,,,,new development,,,,480.0,m2,1042.0,1042,2.2,2.2,,68.6,22.9,7.0,3-4,3.0,don't know,,,4,,,,,,,,0.0,,,,,,,,,,,,,,,,
21921,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,visual basic,69.0,s,2704.0,2704,39.2,39.2,,16.0,,4.3,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21923,b,2011,medical & health care,medical and health care,,not recorded,enhancement,,,,217.0,m1,18225.0,18225,84.0,84.0,,13.6,0.1,16.0,101+,186.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,915570.0,"united states, dollar",no
21925,b,2001,banking,banking,,,new development,pc,3gl,c++,244.0,m1,2917.0,2917,12.0,12.0,,12.8,,19.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
21935,b,2000,manufacturing,manufacturing,,,enhancement,mf,3gl,pl/i,658.0,m2,10204.0,20223,15.5,30.7,,73.1,0.9,9.0,71-80,77.0,,,,2,,,,,,,yes,8.0,,,,,,,,,,,,,,,,
21940,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,7.0,xxs,232.0,232,33.1,33.1,,1.2,0.1,6.0,9-14,10.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,10410.0,"united states, dollar",no
21946,b,2003,communication,communications,business application,business; customer billing/relationship management,enhancement,mf,3gl,cobol,344.0,m2,3008.0,4700,8.7,13.7,,68.8,,5.0,,,,,,9,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21948,a,2002,manufacturing,manufacturing,,,enhancement,pc,4gl,visual basic,,,4474.0,4474,,,,,,6.0,9-14,10.0,,,,0,,,,,,,yes,4.0,,,,,,,10.0,,,,,,,,,
21951,b,2004,,,business application,financial application area,enhancement,mf,3gl,,121.0,m1,1222.0,1222,10.1,10.1,,18.1,,6.7,,,,,,2,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21955,b,2006,communication,communications,real-time application,embedded system/real-time application,enhancement,multi,3gl,,,xxs,201.0,201,,,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21966,b,2004,banking,banking,,,new development,mf,3gl,cobol,188.0,m1,593.0,593,3.2,3.2,,23.5,,8.0,,,,waterfall incl linear processing & ssadm,,3,,,,,,,,2.0,,,,,,,,,,,,,,,,
21974,b,2001,insurance,insurance,business application,financial transaction process/accounting,enhancement,mf,3gl,visual basic,223.0,m1,6111.0,6111,27.4,27.4,,74.3,,3.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
21975,b,2000,banking,banking,,,enhancement,mf,3gl,cobol,155.0,m1,1446.0,1446,9.3,9.3,,31.0,,5.0,,,,,,9,,,,,,,,0.0,,,,,,,,,,,,,,,,
21978,b,2006,government,government; public administration revenue,,,new development,pc,3gl,c++,116.0,m1,1328.0,1328,11.4,11.4,,89.2,29.7,1.3,3-4,3.0,,waterfall incl linear processing & ssadm,,4,yes,,,client-server architecture/p2p,,,yes,0.0,,,,,,,,,,,,,,,,
21984,b,1998,,,,,enhancement,,,,467.0,m2,1192.0,1192,2.6,2.6,,233.5,58.4,2.0,3-4,4.0,don't know,,,4,,,,,,,,0.0,,,,,,,,,,,,,,,,
21988,b,2002,manufacturing,manufacturing,business application,production management system,new development,multi,3gl,cobol,826.0,m2,5415.0,5415,6.6,6.6,,119.7,,6.9,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
21997,b,1994,professional services,consultancy,business application,management information system,new development,pc,4gl,access,840.0,m2,,851,,1.0,17.9,240.0,,3.5,,,yes,,yes,5,,,,,,,yes,5.0,,,,,,,,,,,,,,,,
22004,b,2003,communication,communications,business application,business; customer billing/relationship management,enhancement,pc,4gl,,106.0,m1,1032.0,1613,9.7,15.2,,53.0,,2.0,,,,,,9,yes,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22006,b,2012,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,visual basic,74.0,s,2290.0,2290,30.9,30.9,,16.8,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22011,a,2000,communication,communications,business application,transaction/production system,enhancement,,4gl,visual basic,68.0,s,617.0,743,9.1,10.9,,13.6,13.6,5.0,1,1.0,yes,,,4,,,,,,,,1.0,yes,,,,,,,,,,,,,,,
22013,b,2014,communication,telecommunications,business application,billing and erp,enhancement,multi,3gl,java,54.0,s,195.0,195,3.6,3.6,,12.0,,4.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22017,b,2004,communication,telecommunication,,middleware,enhancement,mr,3gl,c++,,,9330.0,10356,,,,,,8.6,9-14,9.0,,,,0,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22020,a,2005,government,government,business application,management of licences and permits,enhancement,mf,apg,cool:gen,252.0,m1,5490.0,5490,21.8,21.8,23.8,8.7,,29.0,,,,,,9,,,,,,,,0.0,,,,,,,,,,,,,,,,
22021,b,2006,communication,communications,real-time application,embedded system/real-time application,enhancement,,4gl,,,m2,46434.0,46434,,,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22026,b,2013,insurance,insurance,business application,unknown,enhancement,,,,70.0,s,172.0,172,2.5,2.5,,63.6,,1.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22028,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,xs,75.0,75,,,,,,0.54,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22029,a,1994,government,public administration,business application,office information system,new development,pc,4gl,powerbuilder,379.0,m2,2391.0,2391,6.3,6.3,,54.1,12.0,7.0,5-8,4.5,yes,joint application development jad; rapid application development rad; timeboxing,yes,6,yes,,,,,,yes,6.0,,,,,,,,,,,,,,,,
22033,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,4.0,xxs,886.0,886,221.5,221.5,,0.7,0.0,6.0,31-40,37.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,54070.0,"united states, dollar",no
22041,a,2000,insurance,insurance,,,enhancement,pc,3gl,c++,258.0,m1,,605,,2.3,,51.6,,5.0,,,don't know,,,4,no,,,,,,,0.0,don't know,,,,,,,,,,,,,,,
22050,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m2,788.0,788,,,,,,3.6,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22051,b,2002,,,,,new development,,,,1727.0,l,3020.0,3020,1.7,1.7,,,,,,,don't know,,,4,,,,,,,,0.0,,,,,,,,,,,,,,,,
22052,a,2007,government,government,business application,online analysis and reporting,new development,multi,4gl,datastage,331.0,m2,4172.0,4172,12.6,12.6,0.0,10.0,1.1,33.0,9-14,9.0,,,,14,yes,run a computer-human interface; data retrieval & presentation; web/html browser; security,database server; security/authentication,,,,yes,3.0,,3.0,,,,,,,3.0,,5.0,3.0,6.0,,,
22053,a,2008,communication,communications,,telecommunications,enhancement,mr,3gl,c,228.0,m1,1792.0,1792,7.9,7.9,0.0,22.8,3.3,10.0,5-8,7.0,,,,16,yes,run a computer-human interface; business logic or rule processing; web/html browser,database server; ftp server; html/web server; security/authentication,,,web,yes,2.0,,2.0,4.0,3.0,,,,4.0,2.0,1.0,,0.0,0.0,,,
22056,b,2011,medical & health care,medical and health care,,not recorded,enhancement,,,,3.0,xxs,3340.0,3340,1113.3,1113.3,,0.2,0.0,15.0,71-80,73.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,163209.0,"united states, dollar",no
22058,b,1995,insurance,insurance,business application,management information system,new development,,,,132.0,m1,,1356,,10.3,,22.0,,6.0,,,don't know,,,4,don't know,,,,,,,0.0,yes,,,,,,,,,,,,,93790.0,"united states, dollar",
22063,a,2000,insurance,insurance,business application,transaction/production system,enhancement,mf,3gl,pl/i,124.0,m1,3639.0,3639,29.3,29.3,40.3,13.8,1.1,9.0,9-14,12.0,no,,,4,no,,,,,,yes,0.0,yes,0.0,,5.0,0.0,,7.0,,,,20.0,0.0,,254677.0,"canada, dollar",
22066,b,2006,,,business application,financial transaction process/accounting,new development,multi,4gl,.net,,s,691.0,691,,,,,,3.6,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22067,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,12.0,xs,1326.0,1326,110.5,110.5,,1.2,0.1,10.0,15-20,19.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,48182.0,"united states, dollar",no
22069,b,2012,banking,government; education institution; wholesale & retail trade; transport & storage; communications; medical and health care; banking,business application,surveillance and security,enhancement,pc,3gl,c#,37.0,s,125.0,125,3.4,3.4,,3.1,1.5,12.0,2,2.0,,agile development,,6,,,,,,,yes,2.0,,,,,,,,,,,,,,,,
22070,b,2004,insurance,insurance,,,new development,mf,3gl,pl/i,54.0,s,344.0,344,6.4,6.4,,15.4,,3.5,,,yes,waterfall incl linear processing & ssadm,,4,,,,,,,,3.0,,,,,,,,,,,,,,,,
22072,a,2008,government,government,business application,,new development,multi,3gl,c#,307.0,m2,2815.0,2815,9.2,9.2,,43.9,,7.0,,,,,,3,yes,,,,,,,0.0,,,,,,,,,,,,,,,,
22075,b,2010,utilities,utilities,,,new development,multi,3gl,java,597.0,m2,3454.0,3454,5.8,5.8,,59.1,,10.1,,,,,,2,yes,,,,,,,0.0,,,,,,,,,,,,,,,,
22081,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,3gl,,36.0,s,608.0,608,16.9,16.9,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
22085,b,2006,insurance,insurance,,,enhancement,multi,4gl,,78.0,s,531.0,531,6.8,6.8,,39.0,,2.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22086,b,2009,manufacturing,manufacturing,business application,providing management,enhancement,mf,3gl,pl/i,66.0,s,,606,,9.2,0.0,12.2,,5.4,,,,,,8,no,,,mainframe,mainframe,,yes,2.0,,,,,,,,,,,,,3.0,,,
22087,b,2000,government,public administration,,,new development,mr,4gl,oracle,1101.0,l,1783.0,1783,1.6,1.6,,47.9,,23.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22088,b,2000,insurance,insurance,,,new development,mf,4gl,,56.0,s,585.0,585,10.4,10.4,,14.0,,4.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22090,b,2000,communication,communications,business application,transaction/production system,enhancement,pc,apg,cool:gen,332.0,m2,1904.0,2975,5.7,9.0,3.0,83.0,,4.0,,,,,,4,no,,,,,,,0.0,,,,,,,,,,,,,,263000.0,"netherlands, florin",
22098,b,2004,,,business application,financial application area,enhancement,multi,4gl,,65.0,s,527.0,527,8.1,8.1,15.4,26.0,,2.5,,,,,,2,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
22104,b,2015,communication,telecommunications,business application,customer billing,enhancement,multi,,,421.0,m2,5556.0,5556,13.2,13.2,,89.6,,4.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22107,a,2008,service industry,community services,business application,logistic or supply planning & control; management or performance reporting,enhancement,multi,3gl,pl/i,121.0,m1,2706.0,2706,22.4,22.4,16.5,13.4,0.9,9.0,15-20,15.0,no,,,14,yes,business logic or rule processing; data entry & validation; data retrieval & presentation,database server,,,,yes,2.0,,0.0,5.0,10.0,,,,0.0,2.0,7.0,4.0,0.0,0.0,,,
22108,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,257.0,m1,21373.0,21373,83.2,83.2,,18.4,0.1,14.0,101+,152.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,1061875.0,"united states, dollar",no
22110,b,2005,,general,business application,"job, case, incident, project management; management or performance reporting; operating system or software utility; workflow support & management; telecom & network management",new development,pc,3gl,c++,,,8757.0,8757,,,,,,9.0,5-8,8.0,,waterfall incl linear processing & ssadm,,2,yes,,,browser-server architecture,,,yes,0.0,,,,,,,,,,,,,,,,
22112,b,2004,,,,,enhancement,,3gl,c++,,,4275.0,9618,,,,,,4.8,3-4,4.0,,,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,
22114,b,2011,manufacturing,manufacturing,business application,providing management,enhancement,mf,3gl,pl/i,91.0,s,,3243,,35.6,0.0,14.7,,6.2,,,,,,8,no,,,mainframe,mainframe,,yes,2.0,,,,,,,,,,,,,,,,
22121,b,1999,,,,,new development,,,,3389.0,xl,73920.0,73920,21.8,21.8,,77.0,2.3,44.0,31-40,34.0,don't know,,,4,,,,,,,,0.0,,,,,,,,,,,,,,,,
22123,b,2000,,,business application,transaction/production system,enhancement,mf,3gl,cobol,109.0,m1,4576.0,4576,42.0,42.0,,17.3,4.3,6.3,3-4,4.0,no,,,2,no,,,,,,yes,1.0,,,,,,,,,,,,,,,,
22124,b,2004,,,,,enhancement,,,,10.0,xs,23.0,23,2.3,2.3,,10.0,,1.0,,,,,,2,yes,,,c/s,,,,0.0,,,,,,,,,,,,,,,,
22126,b,2010,government,government,business application,business application,new development,,4gl,oracle,25.0,xs,190.0,190,7.6,7.6,0.0,11.4,,2.2,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,12160.0,"european, euro",no
22128,b,2009,manufacturing,manufacturing,business application,suppliers management,new development,multi,3gl,php,358.0,m2,,2850,,8.0,2.8,37.7,,9.5,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,1.0,,,
22129,a,1997,banking,banking,business application,management information system,new development,mr,4gl,powerbuilder,121.0,m1,,2372,,19.6,,30.3,,4.0,,,no,multifunctional teams,yes,5,yes,,,"unix; client: presentation, processing",unix,,yes,2.0,yes,,,,,,,,,,5.0,0.0,,231939.0,"united states, dollar",
22131,b,1994,financial,revenue,,,re-development,mf,3gl,cobol,1996.0,l,78472.0,78472,39.3,39.3,,,,,,,no,,,5,no,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22133,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,5.0,xxs,630.0,630,126.0,126.0,,0.6,0.0,8.0,15-20,15.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,37517.0,"united states, dollar",no
22135,b,2009,banking,banking,business application,financial transaction process/accounting,new development,mf,3gl,cobol,1583.0,l,31163.0,31163,19.7,19.7,,,,,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
22136,b,1999,insurance,insurance,,,new development,mf,4gl,,132.0,m1,2099.0,2099,15.9,15.9,,18.9,,7.0,,,yes,,,8,,,,,,,,3.0,,,,,,,,,,,,,,,,
22141,b,2006,insurance,insurance,,,enhancement,mf,3gl,cobol,18.0,xs,215.0,215,11.9,11.9,,2.8,,6.4,,,,waterfall incl linear processing & ssadm,,3,,,,,,,,2.0,,,,,,,,,,,,,,,,
22147,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3gl,,255.0,m1,1282.0,1282,5.0,5.0,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
22148,b,2006,,,business application,financial transaction process/accounting,new development,multi,4gl,.net,,m1,1300.0,1300,,,,,,5.0,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22149,b,2004,,,,,enhancement,,3gl,cobol,36.0,s,470.0,470,13.1,13.1,,15.7,,2.3,,,,,,2,yes,,,c/s,,,,0.0,,,,,,,,,,,,,,,,
22153,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,8.0,xxs,4090.0,4090,511.3,511.3,,0.4,0.0,22.0,81-90,82.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,220758.0,"united states, dollar",no
22156,b,2006,insurance,insurance,,,enhancement,mf,3gl,pl/i,9.0,xxs,221.0,221,24.6,24.6,,2.6,,3.4,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
22160,b,2000,insurance,insurance,,,enhancement,mf,3gl,pl/i,172.0,m1,1132.0,1132,6.6,6.6,,43.0,,4.0,,,,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
22161,a,2008,government,government,business application,financial transaction process/accounting,enhancement,multi,3gl,pl/i,455.0,m2,9301.0,9301,20.4,20.4,46.2,32.5,2.0,14.0,15-20,16.0,,,,14,yes,run a computer-human interface; data entry & validation; data retrieval & presentation,database server; ftp server; messaging server; security/authentication,,,,yes,2.0,,4.0,7.0,5.0,,,,3.0,10.0,3.0,12.0,1.0,1.0,,,
22164,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,s,502.0,502,,,,,,2.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
22166,b,1998,,,,,new development,pc,3gl,smalltalk,,m2,,24817,,,,,,,,,,,,3,yes,,,,,,,0.0,,,,,,,,,,,,,,,,
22168,b,2003,professional services,education,business application,financial transaction process/accounting; online analysis and reporting; space management of schools,enhancement,pc,3gl,asp,848.0,m2,575.0,730,0.7,0.9,23.6,424.0,106.0,2.0,3-4,4.0,,,,11,no,business logic or rule processing; data entry & validation; data retrieval & presentation; web/html browser,database server; ftp server; html/web server; mail server,,,web,yes,2.0,,,2.0,2.0,,,,,4.0,,10.0,0.0,0.0,40000.0,"united states, dollar",
