Unnamed_0,External_EEF_Data_Quality_Rating,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Group,Project_PRF_Application_Type,Project_PRF_Development_Type,Tech_TF_Development_Platform,Tech_TF_Language_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Work_Effort,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Project_PRF_CASE_Tool_Used,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Architecture,Tech_TF_Client_Server,Tech_TF_DBMS_Used,Tech_TF_Tools_Used
23080,A,2007,Government,Government;,Business Application,Management of Licences and Permits;,Enhancement,MF,ApG,COOL:Gen,1659.0,L,2531.0,2531,1.5,1.5,110.6,15.0,Missing,,Missing,Missing,8,Stand alone,Missing,Missing,0.0
23087,A,1993,Mining,Oil;,Missing,Missing,New Development,MF,4GL,IDEAL,1431.0,L,17607.0,17607,12.3,12.3,62.2,23.0,5-8,5.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23088,B,2004,Manufacturing,Manufacturing;,Business Application,Management or performance reporting;Complex process control;,New Development,Multi,4GL,ASP,100.0,M1,1572.0,1572,15.7,15.7,28.6,3.5,5-8,7.0,Yes,Missing,12,Client server,Yes,Missing,4.0
23089,B,2015,Communication,Telecommunications;,Business Application,Logistic or supply planning & control;,Enhancement,Multi,3GL,Java,60.0,S,704.0,704,11.7,11.7,15.4,3.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
23090,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,4.0,XXS,269.0,269,67.3,67.3,0.4,11.0,9-14,13.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23092,B,2007,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,Java,170.0,M1,3724.0,3724,21.9,21.9,21.3,8.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23093,B,2007,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,960.0,M2,14205.0,14205,14.8,14.8,36.6,26.2,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23094,A,2001,Insurance,Insurance;,Infrastructure Software,Operating system or software utility;(Re-usable component);,New Development,PC,3GL,Java,36.0,S,245.0,245,6.8,6.8,18.0,2.0,1,1.0,Missing,Missing,10,Stand alone,No,Missing,0.0
23096,B,2005,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,20.0,XS,924.0,924,46.2,46.2,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23102,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,14.0,XS,4852.0,4852,346.6,346.6,1.6,9.0,31-40,37.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23107,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,136.0,M1,18897.0,18897,138.9,138.9,5.7,24.0,101+,112.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23108,B,2010,Manufacturing,Manufacturing;,Business Application,Online analysis and reporting;,Enhancement,Multi,4GL,ABAP,2.0,XXS,41.0,41,20.5,20.5,,,1,1.0,Missing,Missing,3,Multi-tier,Missing,Missing,0.0
23109,B,2007,Insurance,Insurance;,Missing,Missing,New Development,Multi,4GL,Missing,250.0,M1,5486.0,5486,21.9,21.9,15.4,16.2,Missing,,Missing,Missing,3,Multi-tier,Missing,Missing,0.0
23110,B,2014,Communication,Telecommunications;,Business Application,Data Warehouse system;,Enhancement,Multi,3GL,Shell,52.0,S,360.0,360,6.9,6.9,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
23112,B,2010,Manufacturing,Manufacturing;,Business Application,Cars selling;,Enhancement,PC,3GL,Java,188.0,M1,,3087,,16.4,33.6,5.6,Missing,,Missing,Missing,8,Client server,Yes,Yes,2.0
23113,B,2015,Communication,Telecommunications;,Business Application,Data Warehouse system;,Enhancement,PC,3GL,Shell,93.0,S,426.0,426,4.6,4.6,25.1,3.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Stand alone,Missing,Missing,0.0
23115,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,102.0,M1,9253.0,9253,90.7,90.7,4.3,24.0,81-90,89.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23117,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,MF,3GL,Missing,44.0,S,1077.0,1077,24.5,24.5,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23120,B,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,40.0,S,119.0,119,3.0,3.0,6.7,6.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
23122,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,67.0,S,6021.0,6021,89.9,89.9,3.4,20.0,61-70,62.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23123,B,2004,Missing,Missing,Business Application,Financial application area;,New Development,Multi,3GL,Java,154.0,M1,1047.0,1047,6.8,6.8,34.2,4.5,Missing,,Missing,Missing,2,Multi-tier with web public interface,Missing,Yes,0.0
23126,B,2000,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,385.0,M2,5138.0,5138,13.3,13.3,128.3,3.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
23128,B,2000,Communication,Communications;,Missing,Missing,New Development,Missing,Missing,Missing,210.0,M1,1843.0,1843,8.8,8.8,70.0,3.0,5-8,5.0,Missing,Missing,4,Missing,Missing,Missing,0.0
23130,A,2007,Government,Government;,Business Application,Case management;,New Development,Multi,3GL,C#,393.0,M2,19163.0,19163,48.8,48.8,19.7,20.0,9-14,10.0,Missing,Missing,15,Client server,Yes,Yes,2.0
23132,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,.Net,,M1,909.0,909,,,,4.3,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23134,B,2006,Wholesale & Retail,Logistic (Wholesale & Retail/Storage);,Business Application,Logistic or supply planning & control;,New Development,PC,3GL,Visual Basic,,Missing,4280.0,4280,,,,3.7,9-14,11.0,Yes,Waterfall (incl Linear Processing & SSADM);,2,Missing,No,Yes,2.0
23136,B,2013,Communication,Telecommunications;,Business Application,Online. eSales;,Enhancement,Multi,Missing,Missing,187.0,M1,4332.0,4332,23.2,23.2,45.6,4.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Missing,Missing,0.0
23138,A,2006,Government,Government;,Business Application,Management of Licences and Permits;,Enhancement,MF,ApG,COOL:Gen,32.0,S,812.0,812,25.4,25.4,3.6,9.0,Missing,,Missing,Missing,9,Missing,Missing,Missing,0.0
23139,B,2010,Manufacturing,Manufacturing;,Business Application,Simulation of the behaviour of vehicles on the road;,Enhancement,PC,4GL,MATLAB,691.0,M2,,1329,,1.9,80.3,8.6,Missing,,Missing,Missing,8,Stand alone,No,Yes,2.0
23142,A,2000,Government,Public Administration;,Real-Time Application,Complex process control;,New Development,PC,4GL,Visual Basic,44.0,S,182.0,207,4.1,4.7,8.8,5.0,2,2.0,Yes,Missing,5,Client server,Yes,Yes,4.0
23143,B,2013,Communication,Telecommunications;,Business Application,Online. eSales;,Enhancement,Multi,Missing,Missing,59.0,S,1190.0,1190,20.2,20.2,14.8,4.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Missing,Missing,0.0
23146,B,2000,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,MR,3GL,Java,49.0,S,3112.0,3112,63.5,63.5,12.3,4.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23148,B,2009,Manufacturing,Manufacturing;,Business Application,Cost Computing;,Enhancement,Missing,3GL,Java,184.0,M1,,1341,,7.3,15.6,11.8,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
23151,B,2002,Communication,Voice Provisioning;,Missing,Voice Provisioning;,Enhancement,Missing,3GL,C,91.0,S,6343.0,6343,69.7,69.7,,,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23158,B,2003,Communication,Communications;,Business Application,Business;Customer billing/relationship management;,Enhancement,MF,3GL,COBOL,122.0,M1,3400.0,5313,27.9,43.5,30.5,4.0,Missing,,Missing,Missing,9,Stand alone,Missing,Yes,0.0
23160,B,2005,Government,Public Administration;,Missing,Missing,New Development,Multi,3GL,Java,141.0,M1,888.0,888,6.3,6.3,35.3,4.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23161,B,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,Missing,HLL/WB,100.0,M1,2237.0,2237,22.4,22.4,22.7,4.4,Missing,,Yes,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,1.0
23163,B,2000,Communication,Communications;,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,DELPHI,160.0,M1,493.0,493,3.1,3.1,48.5,3.3,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
23168,B,2004,Missing,Missing,Business Application,Financial application area;,Enhancement,Multi,3GL,Java,133.0,M1,838.0,838,6.3,6.3,20.2,6.6,Missing,,Missing,Missing,2,Multi-tier with web public interface,Missing,Yes,0.0
23172,B,2003,Communication,Telecommunication;,Missing,Missing,Enhancement,MF,3GL,COBOL,140.0,M1,1026.0,1026,7.3,7.3,10.8,13.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,6,Missing,Missing,Missing,2.0
23177,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,MF,3GL,Missing,26.0,XS,133.0,133,5.1,5.1,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23187,B,2014,Communication,Telecommunications;,Business Application,Stock control & order processing;,Enhancement,Multi,3GL,Java,103.0,M1,1029.0,1029,10.0,10.0,8.8,11.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
23194,B,2001,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,Visual Basic,463.0,M2,2303.0,2303,5.0,5.0,231.5,2.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
23196,B,2003,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,S,500.0,500,,,,3.3,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
23197,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,106.0,M1,7879.0,7879,74.3,74.3,6.6,16.0,21-30,27.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23204,A,2006,Government,Government;,Business Application,Management of Licences and Permits;,Enhancement,MF,ApG,COOL:Gen,56.0,S,1138.0,1138,20.3,20.3,3.1,18.0,Missing,,Missing,Missing,8,Stand alone,Missing,Missing,0.0
23206,A,2004,Government,Government;,Business Application,Financial transaction process/accounting;Graphics & publishing tools or system;Management or performance reporting;Online analysis and reporting;Personal productivity (e.g. spreadsheet);,Enhancement,PC,3GL,C/AL,2289.0,L,3394.0,3394,1.5,1.5,254.3,9.0,9-14,12.0,No,Missing,14,Stand alone,No,Yes,4.0
23207,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,9.0,XXS,45.0,45,5.0,5.0,2.5,3.6,Missing,,Missing,Missing,2,Client server,Yes,Missing,0.0
23208,B,2000,Manufacturing,Manufacturing;,Business Application,Personnel system;,Enhancement,Multi,3GL,PL/SQL,494.0,M2,806.0,806,1.6,1.6,112.3,4.4,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
23216,B,2006,Government,"Government, Public Administration (Revenue);",Mathematically-Intensive Application,"Geographic or spatial information system;Image, video or sound processing;Job, case, incident, project management;Online analysis and reporting;Electronic Data Interchange;",New Development,PC,3GL,Java,,Missing,2692.0,2692,,,,6.5,5-8,5.0,Yes,Missing,3,Client server,Yes,Yes,2.0
23218,B,2000,Manufacturing,Manufacturing;,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,Visual Basic,609.0,M2,2202.0,2202,3.6,3.6,101.5,6.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
23229,A,1997,Utilities,"Electricity, Gas, Water;",Business Application,Decision Support System;,New Development,PC,4GL,Access,337.0,M2,591.0,657,1.8,1.9,42.1,8.0,2,2.0,Yes,Joint Application Development (JAD);,6,Missing,No,Yes,1.0
23235,B,2002,Wholesale & Retail,Ordering;,Business Application,Stock control & order processing;,Enhancement,Missing,3GL,C,117.0,M1,1287.0,1287,11.0,11.0,,,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23241,B,2003,Communication,Communications;,Business Application,Tools or system;,Enhancement,PC,3GL,Java,95.0,S,144.0,144,1.5,1.5,237.5,0.4,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23242,A,2004,Government,Government;,Missing,Handling payment of social pensions within government;,Enhancement,Multi,3GL,PL/I,143.0,M1,8830.0,8830,61.7,61.7,20.4,7.0,15-20,17.0,Missing,Missing,15,Client server,Yes,Yes,2.0
23247,B,2006,Government,Government;Defence;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,23.0,XS,468.0,468,20.3,20.3,1.1,21.6,Missing,,Missing,Missing,2,Stand alone,No,Missing,0.0
23249,B,1999,Service Industry,Security;,Business Application,Security;,New Development,PC,4GL,DELPHI,1502.0,L,1321.0,1321,0.9,0.9,151.7,9.9,1,1.0,Missing,Rapid Application Development (RAD);,2,Missing,Missing,Missing,0.0
23250,B,2005,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,23.0,XS,2938.0,2938,127.7,127.7,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23257,B,2004,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,302.0,M2,12805.0,12805,42.4,42.4,30.2,10.0,Missing,,Missing,Missing,9,Missing,Missing,Yes,2.0
23259,B,2015,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,Missing,Missing,74.0,S,101.0,101,1.4,1.4,24.7,3.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
23265,A,2009,Education,"Education Institution;Electricity, Gas, Water;IEEE;",Business Application,Content management system;Dynamic website;,New Development,PC,3GL,Java,155.0,M1,491.0,491,3.2,3.2,51.7,3.0,5-8,5.0,Missing,Agile Development;Personal Software Process (PSP);Unified Process;,18,Multi-tier with web public interface,Yes,Yes,4.0
23266,A,2004,Government,Government;,Business Application,Catalogue/register of things or events;Document management;Online analysis and reporting;,Enhancement,Multi,3GL,Java,621.0,M2,4656.0,4656,7.5,7.5,77.6,8.0,5-8,5.0,No,Missing,11,Client server,Yes,Yes,0.0
23269,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Java,,M1,1769.0,1769,,,,6.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23271,B,1994,Insurance,Insurance;,Business Application,Management Information System;,New Development,Missing,Missing,Missing,54.0,S,,1884,,34.9,5.4,10.0,Missing,,Don't Know,Missing,4,Missing,Don't Know,Missing,0.0
23274,B,1998,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,169.0,M1,672.0,672,4.0,4.0,56.3,3.0,3-4,4.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
23276,B,2006,Communication,Communications;,Real-Time Application,Embedded system/real-time application;,Enhancement,Multi,3GL,Missing,,XS,781.0,781,,,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,0.0
23286,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,6.0,XXS,1264.0,1264,210.7,210.7,1.0,6.0,21-30,27.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23287,B,2005,Communication,Communications;,Business Application,Customer billing/relationship management;,New Development,PC,3GL,Java,,Missing,5411.0,5411,,,,3.1,9-14,12.0,Yes,Waterfall (incl Linear Processing & SSADM);,2,Missing,Missing,Yes,2.0
23289,B,2014,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,3GL,Java,50.0,S,300.0,300,6.0,6.0,29.4,1.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
23291,A,1999,Communication,Communications;,Business Application,Management Information System;,Enhancement,Missing,4GL,NATURAL,77.0,S,812.0,978,10.5,12.7,12.8,6.0,1,1.0,Missing,Missing,4,Missing,Missing,Missing,0.0
23296,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Java,,M1,1609.0,1609,,,,3.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23298,B,2003,Communication,Communications;,Business Application,Business;Customer billing/relationship management;,Enhancement,MF,4GL,Oracle,95.0,S,289.0,452,3.0,4.8,47.5,2.0,Missing,,Missing,Missing,9,Stand alone,Missing,Yes,0.0
23300,B,2014,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,Missing,Missing,61.0,S,500.0,500,8.2,8.2,20.3,3.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
23306,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,12.0,XS,33795.0,33795,2816.3,2816.3,0.5,24.0,101+,115.0,Missing,Missing,2,Missing,Missing,Missing,0.0
23311,B,1998,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,394.0,M2,971.0,971,2.5,2.5,65.7,6.0,3-4,4.0,Yes,Missing,4,Missing,Missing,Missing,2.0
23312,B,2003,Communication,Communications;,Business Application,Business;Stock control & order processing;,Enhancement,PC,4GL,ASP,141.0,M1,1180.0,1844,8.4,13.1,47.0,3.0,Missing,,Missing,Missing,9,Client server,Yes,Missing,0.0
23317,B,2003,Missing,Missing,Missing,Missing,Enhancement,PC,3GL,Visual Basic,32.0,S,578.0,578,18.1,18.1,10.0,3.2,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23318,B,1992,Government,Government;,Business Application,Management Information System;,New Development,MF,3GL,COBOL,267.0,M1,,2400,,9.0,44.5,6.0,Missing,,No,Missing,5,Stand alone,Missing,Yes,2.0
23319,A,2011,Manufacturing,Aerospace / Automotive;,Real-Time Application,Automated Data Acquisition;,New Development,PC,3GL,C#,113.0,M1,1047.0,1047,9.3,9.3,14.1,8.0,3-4,4.0,Yes,Agile Development;,17,Client server,Yes,Missing,5.0
23320,A,2000,Communication,Communications;,Missing,Company hierarchy and staff directory;,Enhancement,Missing,3GL,Shell,64.0,S,680.0,680,10.6,10.6,5.3,12.0,1,1.0,Missing,Missing,5,Missing,Missing,Missing,0.0
23330,B,1998,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,473.0,M2,2982.0,2982,6.3,6.3,67.6,7.0,5-8,5.0,Yes,Missing,4,Missing,Missing,Missing,2.0
23334,B,1999,Missing,Missing,Missing,Missing,New Development,Missing,3GL,C,168.0,M1,1664.0,1664,9.9,9.9,33.6,5.0,3-4,3.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
23336,B,2014,Government,Government;,Business Application,Business Application;,New Development,Missing,4GL,Mendix,517.0,M2,1130.0,1130,2.2,2.2,156.7,3.3,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23337,B,2002,Missing,Local;,Business Application,Ordering & provisioning system;,Enhancement,MF,3GL,C,165.0,M1,1650.0,1650,10.0,10.0,,,Missing,,Missing,Missing,2,Stand alone,Missing,Yes,0.0
23338,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,7.0,XXS,560.0,560,80.0,80.0,43.8,0.16,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23341,B,2004,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,108.0,M1,4103.0,4103,38.0,38.0,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23344,B,2004,Missing,Missing,Missing,Missing,Enhancement,MF,3GL,COBOL,12.0,XS,568.0,568,47.3,47.3,7.5,1.6,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23346,B,2005,Government,Public Administration;,Missing,Missing,New Development,Multi,3GL,Java,115.0,M1,1507.0,1507,13.1,13.1,14.4,8.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23348,B,2000,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Visual Basic,719.0,M2,13896.0,13896,19.3,19.3,239.7,3.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,No,0.0
23350,B,2011,Manufacturing,Manufacturing;,Business Application,Management of selling conditions to society;,New Development,PC,4GL,Visual Basic,1636.0,L,,7868,,4.8,112.1,14.6,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
23352,B,2014,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,Missing,Missing,59.0,S,2857.0,2857,48.4,48.4,7.5,7.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
23356,A,1994,Financial,"Financial, Property & Business Services;",Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,1481.0,L,7876.0,8549,5.3,5.8,185.1,8.0,5-8,5.0,Yes,Missing,5,Missing,Missing,Yes,7.0
23358,A,1997,Utilities,"Electricity, Gas, Water;",Business Application,Transaction/Production System;,Re-development,PC,4GL,Access,151.0,M1,391.0,434,2.6,2.9,50.3,3.0,2,2.0,Yes,Missing,5,Client server,Yes,Yes,4.0
23360,B,2000,Communication,Communications;,Business Application,Transaction/Production System;,New Development,PC,3GL,PL/SQL,51.0,S,205.0,320,4.0,6.3,51.0,1.0,Missing,,Missing,Missing,4,Stand alone,No,Missing,0.0
23365,B,2010,Government,Government;,Business Application,Business Application;,New Development,Missing,4GL,Oracle,171.0,M1,1388.0,1388,8.1,8.1,31.7,5.4,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
23366,B,1993,Government,Public Administration;,Missing,Missing,New Development,PC,3GL,C,422.0,M2,2727.0,2727,6.5,6.5,38.4,11.0,5-8,5.0,Yes,Missing,2,Stand alone,Missing,Missing,1.0
23367,B,1998,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,PC,ApG,COOL:Gen,359.0,M2,2516.0,2516,7.0,7.0,179.5,2.0,Missing,,Yes,Missing,4,Client server,Yes,Missing,1.0
23368,B,2015,Communication,Telecommunications;,Business Application,Online. eSales;,Enhancement,Multi,Missing,Missing,268.0,M1,4341.0,4341,16.2,16.2,65.4,4.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Missing,Missing,0.0
23371,B,2005,Insurance,Insurance;,Missing,Missing,Enhancement,MF,3GL,COBOL,32.0,S,494.0,494,15.4,15.4,4.4,7.2,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,7,Missing,Missing,Missing,2.0
23378,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MR,4GL,SQL,64.0,S,2189.0,2189,34.2,34.2,32.0,2.0,5-8,6.0,Missing,Missing,5,Stand alone,Missing,Yes,1.0
23381,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,,XS,135.0,135,,,,0.64,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
23382,B,2012,Communication,Telecommunications;,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,ABAP,66.0,S,1278.0,1278,19.4,19.4,14.0,4.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
23385,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,XS,133.0,133,,,,3.6,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
23389,B,2001,Government,Public Administration;,Missing,Missing,Enhancement,MF,4GL,NATURAL,135.0,M1,1402.0,1402,10.4,10.4,33.8,4.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
23390,B,2003,Insurance,Insurance;,Missing,Missing,Enhancement,MF,3GL,PL/I,12.0,XS,108.0,108,9.0,9.0,4.0,3.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,4,Missing,Missing,Missing,2.0
23393,B,1997,Missing,Missing,Business Application,Decision Support System;,New Development,PC,4GL,Access,1946.0,L,19448.0,19448,10.0,10.0,120.1,16.2,9-14,9.0,No,Missing,2,Multi-tier,No,Yes,1.0
23397,A,2006,Government,Government;,Infrastructure Software,Personal productivity (e.g. spreadsheet);,Enhancement,Multi,4GL,ABAP,825.0,M2,6433.0,6433,7.8,7.8,63.5,13.0,9-14,11.0,Yes,Missing,14,Client server,Yes,Yes,3.0
23403,B,2014,Communication,Telecommunications;,Business Application,Workflow support & management;,Enhancement,Multi,Missing,Missing,115.0,M1,1096.0,1096,9.5,9.5,28.8,4.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
23405,A,1995,Insurance,Insurance;,Missing,Missing,New Development,MF,Missing,Missing,714.0,M2,11700.0,11700,16.4,16.4,16.2,44.0,Missing,,Don't Know,Missing,4,Stand alone,No,Missing,0.0
23414,A,1994,Service Industry,Community Services;,Business Application,Management Information System;,New Development,MR,3GL,COBOL,74.0,S,520.0,659,7.0,8.9,24.7,3.0,Missing,,Yes,Missing,5,Stand alone,No,Yes,6.0
23415,B,2002,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,182.0,M1,547.0,547,3.0,3.0,,,Missing,,Missing,Missing,2,Missing,Missing,Yes,0.0
23419,B,2002,Government,Public Administration;,Missing,Missing,Enhancement,PC,3GL,Visual Basic,218.0,M1,1211.0,1211,5.6,5.6,31.1,7.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,4,Missing,Missing,Missing,0.0
23421,B,1998,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,146.0,M1,926.0,926,6.3,6.3,24.3,6.0,3-4,3.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
23422,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MR,4GL,SQL,725.0,M2,8967.0,8967,12.4,12.4,90.6,8.0,21-30,21.0,Missing,Missing,5,Stand alone,Missing,Yes,6.0
