isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_missing,project_prf_application_group_real_time_application,external_eef_data_quality_rating_b,external_eef_data_quality_rating_c,external_eef_data_quality_rating_d,project_prf_development_type_new_development,project_prf_development_type_not_defined,project_prf_development_type_other,project_prf_development_type_poc,project_prf_development_type_porting,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_missing,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_apg,tech_tf_language_type_missing,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxl,project_prf_relative_size_xxs,project_prf_relative_size_xxxl,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_interface,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_architecture_standalone,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_not_applicable,tech_tf_client_server_yes,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
21881,2007,insurance,insurance,missing,missing,1215.0,4910.0,4910.0,4.0,4.0,86.8,14.0,missing,7.0,missing,3,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21882,2004,financial,"financial, property & business services",data warehouse; financial transaction process/accounting,missing,139.0,40.0,40.0,11.2,11.6,26.8,2.0,missing,7.0,missing,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21886,2000,communication,communications,telecom & network management,missing,73.0,912.0,912.0,12.5,12.5,14.6,5.0,3_4,4.0,missing,4,3,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21889,1997,manufacturing,chemicals,customer billing/relationship management,access,807.0,2620.0,2620.0,3.2,3.2,90.7,8.9,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
21897,2013,communication,telecommunications,data warehouse system,shell,270.0,2782.0,2782.0,10.3,10.3,45.0,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
21907,2001,government,public administration,missing,cognos,82.0,892.0,892.0,10.9,10.9,16.4,5.0,missing,7.0,waterfall (incl linear processing & ssadm),7,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21908,1995,government,community services; public administration,transaction/production system,cobol,140.0,10212.0,13528.0,72.9,96.6,17.5,8.0,9_14,13.0,joint application development (jad); multifunctional teams,5,6,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
21913,1993,government,public administration,transaction/production system,cobol,139.0,39035.0,39035.0,11.2,11.6,26.8,11.0,missing,7.0,multifunctional teams,5,7,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
21915,1995,electronics & computers,computers & software,management information system,pl/i,383.0,1367.0,1367.0,3.6,3.6,76.6,5.0,2,2.0,missing,5,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
21917,2005,electronics & computers,information technology,web_based application,cpp,139.0,6630.0,6960.0,11.2,11.6,26.8,6.4,9_14,13.0,missing,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
21920,1997,missing,missing,missing,missing,480.0,1042.0,1042.0,2.2,2.2,68.6,7.0,3_4,3.0,missing,4,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21921,2014,communication,telecommunications,customer relationship management,visual basic,69.0,2704.0,2704.0,39.2,39.2,16.0,4.3,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
21923,2011,medical & health care,medical and health care,not recorded,missing,217.0,18225.0,18225.0,84.0,84.0,13.6,16.0,101+,186.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21925,2001,banking,banking,missing,cpp,244.0,2917.0,2917.0,12.0,12.0,12.8,19.0,missing,7.0,missing,3,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21935,2000,manufacturing,manufacturing,missing,pl/i,658.0,10204.0,20223.0,15.5,30.7,73.1,9.0,71_80,77.0,missing,2,8,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
21940,2012,medical & health care,medical and health care,not recorded,missing,7.0,232.0,232.0,33.1,33.1,1.2,6.0,9_14,10.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21946,2003,communication,communications,business; customer billing/relationship management,cobol,344.0,3008.0,4700.0,8.7,13.7,68.8,5.0,missing,7.0,missing,9,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
21948,2002,manufacturing,manufacturing,missing,visual basic,139.0,4474.0,4474.0,11.2,11.6,26.8,6.0,9_14,10.0,missing,0,4,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
21951,2004,missing,missing,financial application area,missing,121.0,1222.0,1222.0,10.1,10.1,18.1,6.7,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
21955,2006,communication,communications,embedded system/real_time application,missing,139.0,201.0,201.0,11.2,11.6,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21966,2004,banking,banking,missing,cobol,188.0,593.0,593.0,3.2,3.2,23.5,8.0,missing,7.0,waterfall (incl linear processing & ssadm),3,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21974,2001,insurance,insurance,financial transaction process/accounting,visual basic,223.0,6111.0,6111.0,27.4,27.4,74.3,3.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
21975,2000,banking,banking,missing,cobol,155.0,1446.0,1446.0,9.3,9.3,31.0,5.0,missing,7.0,missing,9,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21978,2006,government,government; public administration (revenue),missing,cpp,116.0,1328.0,1328.0,11.4,11.4,89.2,1.3,3_4,3.0,waterfall (incl linear processing & ssadm),4,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21984,1998,missing,missing,missing,missing,467.0,1192.0,1192.0,2.6,2.6,233.5,2.0,3_4,4.0,missing,4,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21988,2002,manufacturing,manufacturing,production management system,cobol,826.0,5415.0,5415.0,6.6,6.6,119.7,6.9,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
21997,1994,professional services,consultancy,management information system,access,840.0,1593.0,851.0,11.2,1.0,240.0,3.5,missing,7.0,missing,5,5,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
22004,2003,communication,communications,business; customer billing/relationship management,missing,106.0,1032.0,1613.0,9.7,15.2,53.0,2.0,missing,7.0,missing,9,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22006,2012,communication,telecommunications,customer relationship management,visual basic,74.0,2290.0,2290.0,30.9,30.9,16.8,4.4,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
22011,2000,communication,communications,transaction/production system,visual basic,68.0,617.0,743.0,9.1,10.9,13.6,5.0,1,1.0,missing,4,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
22013,2014,communication,telecommunications,billing and erp,java,54.0,195.0,195.0,3.6,3.6,12.0,4.5,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
22017,2004,communication,telecommunication,middleware,cpp,139.0,9330.0,10356.0,11.2,11.6,26.8,8.6,9_14,9.0,missing,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22020,2005,government,government,management of licences and permits,cool:gen,252.0,5490.0,5490.0,21.8,21.8,8.7,29.0,missing,7.0,missing,9,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22021,2006,communication,communications,embedded system/real_time application,missing,139.0,46434.0,46434.0,11.2,11.6,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22026,2013,insurance,insurance,unknown,missing,70.0,172.0,172.0,2.5,2.5,63.6,1.1,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22028,2006,missing,missing,financial transaction process/accounting,dotnet,139.0,75.0,75.0,11.2,11.6,26.8,0.54,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22029,1994,government,public administration,office information system,powerbuilder,379.0,2391.0,2391.0,6.3,6.3,54.1,7.0,5_8,4.5,joint application development (jad); rapid application development (rad); timeboxing,6,6,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22033,2012,medical & health care,medical and health care,not recorded,missing,4.0,886.0,886.0,221.5,221.5,0.7,6.0,31_40,37.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22041,2000,insurance,insurance,missing,cpp,258.0,1593.0,605.0,11.2,2.3,51.6,5.0,missing,7.0,missing,4,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
22045,2008,electronics & computers,computers & software,missing,abap,139.0,6538.0,6538.0,11.2,11.6,26.8,12.0,21_30,25.0,waterfall (incl linear processing & ssadm),3,2,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22050,2006,missing,missing,financial transaction process/accounting,java,139.0,788.0,788.0,11.2,11.6,26.8,3.6,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22051,2002,missing,missing,missing,missing,1727.0,3020.0,3020.0,1.7,1.7,26.8,6.0,missing,7.0,missing,4,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22052,2007,government,government,online analysis and reporting,datastage,331.0,4172.0,4172.0,12.6,12.6,10.0,33.0,9_14,9.0,missing,14,3,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22053,2008,communication,communications,telecommunications,c_lang,228.0,1792.0,1792.0,7.9,7.9,22.8,10.0,5_8,7.0,missing,16,2,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
22056,2011,medical & health care,medical and health care,not recorded,missing,3.0,3340.0,3340.0,1113.3,1113.3,0.2,15.0,71_80,73.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22058,1995,insurance,insurance,management information system,missing,132.0,1593.0,1356.0,11.2,10.3,22.0,6.0,missing,7.0,missing,4,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22063,2000,insurance,insurance,transaction/production system,pl/i,124.0,3639.0,3639.0,29.3,29.3,13.8,9.0,9_14,12.0,missing,4,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
22066,2006,missing,missing,financial transaction process/accounting,dotnet,139.0,691.0,691.0,11.2,11.6,26.8,3.6,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22067,2013,medical & health care,medical and health care,not recorded,missing,12.0,1326.0,1326.0,110.5,110.5,1.2,10.0,15_20,19.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22069,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,csharp,37.0,125.0,125.0,3.4,3.4,3.1,12.0,2,2.0,agile development,6,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
22070,2004,insurance,insurance,missing,pl/i,54.0,344.0,344.0,6.4,6.4,15.4,3.5,missing,7.0,waterfall (incl linear processing & ssadm),4,3,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
22072,2008,government,government,missing,csharp,307.0,2815.0,2815.0,9.2,9.2,43.9,7.0,missing,7.0,missing,3,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22075,2010,utilities,utilities,missing,java,597.0,3454.0,3454.0,5.8,5.8,59.1,10.1,missing,7.0,missing,2,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22081,2005,communication,communications,relatively complex application,missing,36.0,608.0,608.0,16.9,16.9,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22085,2006,insurance,insurance,missing,missing,78.0,531.0,531.0,6.8,6.8,39.0,2.0,missing,7.0,missing,3,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22086,2009,manufacturing,manufacturing,providing management,pl/i,66.0,1593.0,606.0,11.2,9.2,12.2,5.4,missing,7.0,missing,8,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
22087,2000,government,public administration,missing,oracle,1101.0,1783.0,1783.0,1.6,1.6,47.9,23.0,missing,7.0,missing,3,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22088,2000,insurance,insurance,missing,missing,56.0,585.0,585.0,10.4,10.4,14.0,4.0,missing,7.0,missing,3,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22090,2000,communication,communications,transaction/production system,cool:gen,332.0,1904.0,2975.0,5.7,9.0,83.0,4.0,missing,7.0,missing,4,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
22097,2000,financial,"financial, property & business services",financial transaction process/accounting,powerbuilder,358.0,980.0,980.0,2.7,2.7,89.5,4.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
22098,2004,missing,missing,financial application area,missing,65.0,527.0,527.0,8.1,8.1,26.0,2.5,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
22104,2015,communication,telecommunications,customer billing,missing,421.0,5556.0,5556.0,13.2,13.2,89.6,4.7,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
22107,2008,service industry,community services,logistic or supply planning & control; management or performance reporting,pl/i,121.0,2706.0,2706.0,22.4,22.4,13.4,9.0,15_20,15.0,missing,14,2,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22108,2012,medical & health care,medical and health care,not recorded,missing,257.0,21373.0,21373.0,83.2,83.2,18.4,14.0,101+,152.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22110,2005,missing,general,"job, case, incident, project management; management or performance reporting; operating system or software utility; telecom & network management; workflow support & management",cpp,139.0,8757.0,8757.0,11.2,11.6,26.8,9.0,5_8,8.0,waterfall (incl linear processing & ssadm),2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22112,2004,missing,missing,missing,cpp,139.0,4275.0,9618.0,11.2,11.6,26.8,4.8,3_4,4.0,missing,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22114,2011,manufacturing,manufacturing,providing management,pl/i,91.0,1593.0,3243.0,11.2,35.6,14.7,6.2,missing,7.0,missing,8,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
22121,1999,missing,missing,missing,missing,3389.0,73920.0,73920.0,21.8,21.8,77.0,44.0,31_40,34.0,missing,4,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22123,2000,missing,missing,transaction/production system,cobol,109.0,4576.0,4576.0,42.0,42.0,17.3,6.3,3_4,4.0,missing,2,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
22124,2004,missing,missing,missing,missing,10.0,23.0,23.0,2.3,2.3,10.0,1.0,missing,7.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22126,2010,government,government,business application,oracle,25.0,190.0,190.0,7.6,7.6,11.4,2.2,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22128,2009,manufacturing,manufacturing,suppliers management,php,358.0,1593.0,2850.0,11.2,8.0,37.7,9.5,missing,7.0,missing,8,4,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22129,1997,banking,banking,management information system,powerbuilder,121.0,1593.0,2372.0,11.2,19.6,30.3,4.0,missing,7.0,multifunctional teams,5,2,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22131,1994,financial,revenue,missing,cobol,1996.0,78472.0,78472.0,39.3,39.3,26.8,6.0,missing,7.0,missing,5,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
