Unnamed_0,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Tools_Used,External_EEF_Data_Quality_Rating_B,Project_PRF_Application_Group_Business Application; Infrastructure Software;,Project_PRF_Application_Group_Infrastructure Software,Project_PRF_Application_Group_Mathematically intensive application,Project_PRF_Application_Group_Mathematically-Intensive Application,Project_PRF_Application_Group_Missing,Project_PRF_Application_Group_Real-Time Application,Project_PRF_Development_Type_New Development,Project_PRF_Development_Type_Re-development,Tech_TF_Development_Platform_MF,Tech_TF_Development_Platform_MR,Tech_TF_Development_Platform_Missing,Tech_TF_Development_Platform_Multi,Tech_TF_Development_Platform_PC,Tech_TF_Development_Platform_Proprietary,Tech_TF_Language_Type_3GL,Tech_TF_Language_Type_4GL,Tech_TF_Language_Type_5GL,Tech_TF_Language_Type_APG,Tech_TF_Language_Type_ApG,Tech_TF_Language_Type_Missing,Project_PRF_CASE_Tool_Used_Missing,Project_PRF_CASE_Tool_Used_No,Project_PRF_CASE_Tool_Used_Yes,Tech_TF_Architecture_Missing,Tech_TF_Architecture_Multi-tier,Tech_TF_Architecture_Multi-tier / Client server,Tech_TF_Architecture_Multi-tier with web interface,Tech_TF_Architecture_Multi-tier with web public interface,Tech_TF_Architecture_Stand alone,Tech_TF_Architecture_Stand-alone,Tech_TF_Client_Server_Missing,Tech_TF_Client_Server_No,Tech_TF_Client_Server_Not Applicable,Tech_TF_Client_Server_Yes,Tech_TF_DBMS_Used_No,Tech_TF_DBMS_Used_Yes
27208,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,12.0,XS,4956.0,413.0,413.0,0.5,22.0,31-40,34.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23688,2011,Insurance,Insurance;,Mobile Application;,iOS,30.0,S,218.0,7.3,7.3,11.5,2.6,Missing,,Missing,3,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28331,2000,Medical & Health Care,Medical and Health Care;,Strategic planning;,Visual Basic,564.0,M2,1835.0,3.3,3.3,94.0,6.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
27271,2015,Communication,Telecommunications;,Customer relationship management;,Missing,578.0,M2,5356.0,9.3,9.3,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
21108,1997,Insurance,Insurance;,Transaction/Production System;,Visual Basic,156.0,M1,,,3.9,26.0,6.0,Missing,,Missing,4,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
22583,2004,Banking,Banking;,Financial transaction process/accounting;,COBOL,79.0,S,2218.0,28.1,28.1,,,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24193,2005,Banking,Banking;,Missing,Script Language,,Missing,3246.0,,,,6.6,9-14,13.0,Missing,0,,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
28495,2003,Missing,Missing,Missing,COBOL,21.0,XS,217.0,10.3,10.3,21.0,1.0,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15156,1998,Communication,Telecommunication;,Management Information System;,Oracle,,M2,541.0,,,,6.0,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
17884,1992,Utilities,"Electricity, Gas, Water;",Transaction/Production System;,SQL,524.0,M2,2954.0,5.6,7.2,34.9,15.0,Missing,,Joint Application Development (JAD);Multifunctional Teams;,6,4.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
14057,2013,Insurance,Insurance;,Unknown;,Java,74.0,S,304.0,4.1,4.1,16.4,4.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25518,2006,Communication,Communications;,Embedded system/real-time application;,Missing,,S,1784.0,,,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
12288,2006,Insurance,Insurance;,Missing,Java,137.0,M1,2060.0,15.0,15.0,26.3,5.2,Missing,,Missing,9,3.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
12003,1996,Missing,Missing,Missing,C++,,Missing,,,,,,Missing,,Missing,2,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
15038,2000,Banking,Banking;,Missing,Java,148.0,M1,1401.0,9.5,9.5,18.5,8.0,Missing,,Missing,9,2.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16682,2008,Financial,"Government;Financial, Property & Business Services;",Financial transaction process/accounting;,SQL,169.0,M1,778.0,4.6,4.6,33.8,5.0,3-4,3.0,Missing,13,2.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
32165,1999,Insurance,Insurance;,Financial transaction process/accounting;,Visual Basic,17.0,XS,2499.0,147.0,147.0,5.7,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
26118,2007,Government,Government;,"Job, case, incident, project management;Online analysis and reporting;Personal productivity (e.g. spreadsheet);",Visual Basic,186.0,M1,953.0,5.1,5.1,31.0,6.0,5-8,5.0,Missing,15,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
10172,2005,Manufacturing,Manufacturing;,Missing,C++,135.0,M1,499.0,3.7,3.7,15.0,9.0,Missing,,Missing,4,2.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
19097,2009,Manufacturing,Manufacturing;,Parts management;,Java,222.0,M1,,,16.8,38.9,5.7,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14074,2014,Communication,Telecommunications;,Online. eSales;,Missing,288.0,M1,4434.0,15.4,15.4,65.5,4.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
22948,1999,Missing,Missing,Missing,Missing,177.0,M1,360.0,2.0,2.2,59.0,3.0,2,2.0,Missing,4,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
17143,2000,Defence,Missing,Simulator;,C++,332.0,M2,,,42.7,22.1,15.0,Missing,,Missing,3,0.0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24126,1998,Government,Public Administration;Community Services;Insurance;,Transaction/Production System;,COBOL,34.0,S,450.0,13.2,14.7,6.8,5.0,2,2.0,Missing,5,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
27253,2004,Missing,Missing,Missing,Missing,34.0,S,196.0,5.8,5.8,11.7,2.9,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26921,1998,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;,Access,400.0,M2,1015.0,2.5,2.5,137.9,2.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
29249,2004,Government,Public Administration;,Missing,SQL,332.0,M2,578.0,1.7,1.7,30.2,11.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
13909,1998,Missing,Missing,Missing,PASCAL,157.0,M1,600.0,3.8,3.8,78.5,2.0,3-4,3.0,Missing,4,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15446,2009,Manufacturing,Manufacturing;,Car logistic management;,Java,87.0,S,,,13.0,24.9,3.5,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
21169,1999,Missing,Missing,Missing,Missing,550.0,M2,9296.0,16.9,16.9,78.6,7.0,9-14,9.0,Missing,4,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25822,2003,Insurance,Insurance;,Missing,PL/I,235.0,M1,2093.0,8.9,8.9,33.6,7.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16199,2003,Communication,Communications;,Business;Network Management;,COBOL,342.0,M2,445.0,1.3,2.0,114.0,3.0,Missing,,Missing,9,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
25618,2009,Government,Government;,Catalogue/register of things or events;,C#,298.0,M1,13489.0,45.3,45.3,17.5,17.0,21-30,24.0,Missing,15,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28490,2008,Government,Government;Defence;,Reporting;,COBOL,14.0,XS,355.0,25.4,25.4,0.7,19.9,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
16552,2013,Insurance,Insurance;,Unknown;,Missing,122.0,M1,337.0,2.8,2.8,87.1,1.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23791,2001,Wholesale & Retail,Consumer Goods;,Sales contact management;,ASP,62.0,S,86.0,1.4,1.4,23.8,2.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
16792,2009,Service Industry,Community Services;Municipality;,"Job, case, incident, project management;Software for communities to support administration;",PL/I,312.0,M2,7406.0,23.7,23.7,52.0,6.0,9-14,14.0,Missing,13,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
27515,2011,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,7.0,XXS,1179.0,168.4,168.4,0.5,14.0,31-40,33.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13927,2000,Manufacturing,Manufacturing;,Cost analysis;,RPG,405.0,M2,876.0,2.2,2.2,135.0,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23163,2000,Communication,Communications;,Financial transaction process/accounting;,DELPHI,160.0,M1,493.0,3.1,3.1,48.5,3.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
11458,2000,Communication,Communications;,Electronic Data Interchange;,C++,312.0,M2,395.0,1.3,1.3,156.0,2.0,Missing,,Rapid Application Development (RAD);,4,2.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
20638,2005,Communication,Communications;,relatively complex application;,Missing,262.0,M1,5729.0,21.9,21.9,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17342,2004,Missing,Missing,Financial application area;,Missing,89.0,S,739.0,8.3,8.3,29.7,3.0,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
17097,2009,Manufacturing,Manufacturing;,Sales statistics;,PL/I,12.0,XS,,,31.5,4.0,3.0,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
17320,2010,Government,Government;,Business Application;,Oracle,24.0,XS,403.0,16.8,16.8,10.9,2.2,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16180,2006,Missing,Missing,Financial transaction process/accounting;,Java,,XXS,24.0,,,,0.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
26652,2002,Insurance,Insurance;,Missing,PL/I,114.0,M1,1127.0,9.9,9.9,14.3,8.0,Missing,,Missing,3,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
19994,1997,Insurance,Insurance;,Missing,COBOL,182.0,M1,,,3.1,12.1,15.0,Missing,,Joint Application Development (JAD);Multifunctional Teams;,6,8.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
24223,2013,Insurance,Insurance;,Unknown;,Missing,193.0,M1,1502.0,7.8,7.8,64.3,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15127,2003,Insurance,Insurance;,Missing,COOL:Gen,174.0,M1,1874.0,10.8,10.8,14.5,12.0,Missing,,Missing,4,1.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
17603,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,12.0,XS,1056.0,88.0,88.0,1.7,7.0,9-14,14.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21776,2006,Financial,"Financial (Banking, Insurance, Stock);",Online analysis and reporting;,Java,,Missing,7097.0,,,,7.8,5-8,6.0,Missing,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
15468,2000,Communication,Communications;,Missing,C++,1171.0,L,9231.0,7.9,9.5,146.4,8.0,15-20,15.0,Rapid Application Development (RAD);,5,3.0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
21351,2005,Communication,Communications;,relatively complex application;,Missing,82.0,S,1571.0,19.2,19.2,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
31922,2003,Insurance,Insurance;,Missing,Visual C++,150.0,M1,942.0,6.3,6.3,25.0,6.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
18696,1999,Electronics & Computers,Engineering;Research & Development;Software Development;Client/Server architecture for Language Services;,Management Information System;Linguistic Software;,Missing,172.0,M1,,,2.2,90.5,1.9,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
29617,2001,Government,Public Administration;,Missing,Missing,591.0,M2,7674.0,13.0,13.0,73.9,8.0,Missing,,Missing,4,,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18004,2007,Banking,Banking;,Financial transaction process/accounting;,C#,169.0,M1,4472.0,26.5,26.5,48.3,3.5,9-14,11.0,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
31787,2006,Missing,Missing,Financial transaction process/accounting;,.Net,,M1,1631.0,,,,3.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15464,2007,Banking,Banking;,Financial transaction process/accounting;,FOCUS,278.0,M1,7676.0,27.6,27.6,7.9,35.3,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10778,2005,Communication,Communications;,relatively complex application;,Missing,40.0,S,261.0,6.5,6.5,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17541,1999,Missing,Missing,Management Information System;,COBOL,391.0,M2,,,26.5,,,5-8,6.0,Missing,3,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
26475,2006,Missing,Missing,Financial transaction process/accounting;,Java,,XS,178.0,,,,1.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
26325,1999,Banking,Banking;,Missing,COBOL,150.0,M1,900.0,6.0,6.0,12.5,12.0,Missing,,Missing,3,,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14505,2006,Communication,Telecommunication;,Missing,Missing,52.0,S,1616.0,31.1,31.1,4.3,12.1,Missing,,Missing,3,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23009,2003,Banking,Banking;,Financial transaction process/accounting;,COBOL,182.0,M1,4304.0,23.6,23.6,15.2,12.0,3-4,4.0,Missing,13,2.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17147,2000,Communication,Communications;,Missing,TELON,70.0,S,508.0,7.3,7.3,3.3,21.0,Missing,,Missing,7,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
17331,2009,Banking,Banking;,Financial transaction process/accounting;,COBOL,271.0,M1,2613.0,9.6,9.6,,,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20492,1991,Manufacturing,Manufacturing;,Missing,TELON,346.0,M2,,,6.8,86.5,4.0,9-14,9.0,Missing,2,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
29647,2011,Banking,Banking;,Mobile Application;,iOS,80.0,S,3070.0,38.4,38.4,12.3,6.5,Missing,,Missing,3,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29730,2007,Professional Services,Imaging;,Engineering Software;,C++,,M2,6133.0,,,,13.5,Missing,,Waterfall (incl Linear Processing & SSADM);,2,,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
28864,2004,Missing,Missing,Financial application area;,Missing,167.0,M1,1319.0,7.9,7.9,40.7,4.1,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
18836,1993,Service Industry,Transport & Storage;,Management Information System;,Oracle,1960.0,L,5364.0,2.7,3.1,196.0,10.0,9-14,11.0,Missing,4,4.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
31330,1999,Government,Public Administration;Community Services;Insurance;,Transaction/Production System;,COBOL,15.0,XS,176.0,11.7,13.1,7.5,2.0,3-4,3.0,Missing,5,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
24267,1999,Missing,Missing,Management Information System;,Missing,1269.0,L,,,54.4,,,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
27926,1999,Government,Public Administration;Community Services;Insurance;,Transaction/Production System;,COBOL,80.0,S,352.0,4.4,4.9,40.0,2.0,3-4,4.0,Missing,5,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
29971,1994,Manufacturing,Manufacturing;,Office Information System;,COBOL,13.0,XS,97.0,7.5,7.5,13.0,1.0,2,2.0,Missing,4,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
15443,1992,Financial,Revenue;,Missing,COBOL,3113.0,XL,42080.0,13.5,13.5,129.7,24.0,Missing,,Missing,5,1.0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
23764,1999,Missing,Missing,Missing,C,257.0,M1,2027.0,7.9,7.9,23.4,11.0,2,2.0,Missing,4,,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
23020,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,7.0,XXS,2345.0,335.0,335.0,0.6,11.0,21-30,23.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26602,2003,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,M1,588.0,,,,2.0,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17813,2006,Missing,Missing,Financial transaction process/accounting;,Java,,M2,5631.0,,,,7.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11148,2005,Banking,Banking;,Financial transaction process/accounting;,COBOL,68.0,S,3569.0,52.5,52.5,,,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
29959,2007,Banking,Banking;,Financial transaction process/accounting;,COBOL,147.0,M1,15793.0,107.4,107.4,8.9,16.5,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
28299,2012,Communication,Telecommunications;,Customer relationship management;,Java,109.0,M1,2728.0,25.0,25.0,17.6,6.2,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
27590,1999,Electronics & Computers,Engineering;Research & Development;Software Development;Client/Server architecture for Language Services;,Management Information System;Linguistic Software;,Missing,224.0,M1,,,1.0,186.7,1.2,Missing,,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
