isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,people_prf_personnel_changes,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_missing,project_prf_application_group_real_time_application,external_eef_data_quality_rating_B,external_eef_data_quality_rating_C,external_eef_data_quality_rating_D,project_prf_development_type_New_Development,project_prf_development_type_Not_Defined,project_prf_development_type_Other,project_prf_development_type_POC,project_prf_development_type_Porting,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_ApG,tech_tf_language_type_Missing,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_relative_size_XXXL,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_interface,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
20513,1994,Government,public administration,decision support system; management information system; office information system,Missing,1569.0,2260.0,8584.0,9.9,5.5,2.9,112.1,14.0,14.0,5-8,8.0,missing,4,9,0.0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
18221,2010,Manufacturing,manufacturing,parts selling,COBOL,104.0,2260.0,907.0,9.9,8.7,0.0,41.6,4.8,2.5,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
31402,2009,Manufacturing,manufacturing,parts selling,COBOL,213.0,2260.0,1983.0,9.9,9.3,79.8,11.8,4.8,18.0,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
17815,2008,Manufacturing,manufacturing,parts selling,Java,36.0,2260.0,768.0,9.9,21.3,0.0,5.1,4.8,7.0,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
29645,2009,Manufacturing,manufacturing,provider management,SQL,401.0,2260.0,7697.0,9.9,19.2,256.9,51.4,4.8,7.8,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
23842,2010,Manufacturing,manufacturing,provider management,PHP,39.0,2260.0,330.0,9.9,8.5,0.0,7.2,4.8,5.4,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
25750,2010,Manufacturing,manufacturing,interface database,PHP,147.0,2260.0,730.0,9.9,5.0,6.8,26.7,4.8,5.5,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
17387,2007,Government,government,"catalogue/register of things or events; job, case, incident, project management",PL/I,123.0,1050.0,1050.0,8.5,8.5,48.8,20.5,3.4,6.0,5-8,6.0,missing,13,2,0.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
24559,2010,Manufacturing,manufacturing,management of customs activities,Java,72.0,2260.0,1028.0,9.9,14.3,0.0,13.3,4.8,5.4,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
15795,2010,Manufacturing,manufacturing,parts database,Missing,83.0,2260.0,732.0,9.9,8.8,0.0,18.9,4.8,4.4,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
23206,2004,Government,government,financial transaction process/accounting; graphics & publishing tools or system; management or performance reporting; online analysis and reporting; personal productivity (e.g. spreadsheet),C/AL,2289.0,3394.0,3394.0,1.5,1.5,2.6,254.3,21.2,9.0,9-14,12.0,missing,14,4,2.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14255,2004,Government,government,financial transaction process/accounting; graphics & publishing tools or system; management or performance reporting; online analysis and reporting; personal productivity (e.g. spreadsheet),C/AL,3088.0,4266.0,4266.0,1.4,1.4,2.9,386.0,4.8,8.0,Missing,7.0,missing,12,4,4.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
26086,2010,Manufacturing,manufacturing,analysis and environmental risk assessment,C++,614.0,2260.0,3565.0,9.9,5.8,0.0,74.9,4.8,8.2,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
27560,2005,Professional Services,consultancy,operating system or software utility; synchronization of outlook and application,C#,199.0,3861.0,3887.0,19.4,19.5,25.1,39.8,4.0,5.0,9-14,10.0,missing,15,3,1.0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
25454,1998,Electronics & Computers,electronics,idea/patent information system,Visual Basic,195.0,1760.0,1760.0,9.0,9.0,2.9,65.0,4.8,3.0,Missing,7.0,missing,2,1,0.0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12551,1998,Electronics & Computers,electronics,idea/patent information system,Visual Basic,80.0,1280.0,1280.0,16.0,16.0,2.9,26.7,4.8,3.0,Missing,7.0,missing,2,1,0.0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14580,2007,Manufacturing,manufacturing,financial transaction process/accounting; logistic or supply planning & control,C#,193.0,22392.0,22392.0,9.9,10.8,2.9,30.25,4.8,21.0,9-14,10.0,missing,3,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
26854,1999,Electronics & Computers,information technology services provider,web-based application,Missing,426.0,10123.0,10123.0,23.8,23.8,112.7,106.5,4.1,4.0,21-30,26.0,missing,2,9,0.0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
18686,2000,Electronics & Computers,information technology services provider,web-based application,SQL,340.0,828.0,1708.0,2.4,5.0,2.9,113.3,22.7,3.0,5-8,5.0,missing,2,7,0.0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
22423,2005,Government,government; public administration,software development tool,Java,193.0,1227.0,1227.0,9.9,10.8,2.9,30.25,4.8,2.1,5-8,5.0,missing,1,1,0.0,0,1,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
28721,1999,Manufacturing,manufacturing,software development tool,XGML,1143.0,11755.0,11755.0,10.3,10.3,2.9,672.4,4.8,1.7,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,0,1,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
19440,2010,Manufacturing,manufacturing,purchaser performance management,Visual Basic,95.0,2260.0,688.0,9.9,7.2,0.0,20.7,4.8,4.6,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
17218,2010,Manufacturing,manufacturing,access control,Java,307.0,2260.0,9964.0,9.9,32.5,13.0,32.0,4.8,9.6,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
32349,2011,Manufacturing,manufacturing,quality factory reporting,Java,75.0,2260.0,1211.0,9.9,16.1,0.0,18.3,4.8,4.1,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
15178,2010,Manufacturing,manufacturing,quality factory reporting,Java,41.0,2260.0,1639.0,9.9,40.0,0.0,5.9,4.8,6.9,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
17830,2000,Defence,missing,algorithmic + db,Ada,484.0,2260.0,40559.0,9.9,83.8,2.9,13.4,4.8,36.0,Missing,7.0,missing,3,0,0.0,0,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
30443,2010,Manufacturing,manufacturing,car renting,Java,288.0,2260.0,2470.0,9.9,8.6,76.4,31.0,4.8,9.3,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
18971,2010,Manufacturing,manufacturing,virtual synthesis for acoustic,MATLAB,122.0,2260.0,1029.0,9.9,8.4,0.0,11.5,4.8,10.6,Missing,7.0,missing,8,2,1.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
24979,2010,Manufacturing,manufacturing,technical support for diagnostic and repair,Java,85.0,2260.0,392.0,9.9,4.6,0.0,17.0,4.8,5.0,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
13150,2004,Government,government,document management; electronic data interchange; logistic or supply planning & control; online analysis and reporting; personal productivity (e.g. spreadsheet),ABAP,334.0,2648.0,2648.0,7.9,7.9,47.9,37.1,4.6,9.0,5-8,8.0,missing,13,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
21692,2009,Manufacturing,manufacturing,parts requirement's calculation (drp),SQL,36.0,2260.0,296.0,9.9,8.2,0.0,3.0,4.8,12.0,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
11882,2005,Government,government,financial transaction process/accounting; workflow support & management,PL/I,736.0,12970.0,12970.0,17.6,17.6,2.9,49.1,3.3,15.0,15-20,15.0,missing,14,3,2.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
14937,2003,Insurance,insurance,financial transaction process/accounting; workflow support & management,Java,678.0,46461.0,46787.0,68.5,69.0,14.7,46.8,3.1,14.5,15-20,15.0,missing,14,0,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30743,2007,Banking,banking,financial transaction process/accounting; workflow support & management,Java,54.0,2260.0,820.0,9.9,15.2,2.9,4.2,0.2,13.0,21-30,24.0,missing,15,2,3.0,1,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
16059,2010,Manufacturing,manufacturing,parts catalogue management,Java,256.0,2260.0,3159.0,9.9,12.3,0.0,51.2,4.8,5.0,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
13758,2010,Manufacturing,manufacturing,parts catalogue management,Java,158.0,2260.0,1642.0,9.9,10.4,0.0,33.6,4.8,4.7,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21484,2010,Manufacturing,manufacturing,car pricing,Java,64.0,2260.0,574.0,9.9,9.0,0.0,10.7,4.8,6.0,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
11245,2010,Manufacturing,manufacturing,part management in factory,Java,599.0,2260.0,10960.0,9.9,18.3,1.7,45.0,4.8,13.3,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14979,2010,Manufacturing,manufacturing,it management,Java,427.0,2260.0,5620.0,9.9,13.2,2.3,60.1,4.8,7.1,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
20657,2009,Manufacturing,manufacturing,it management,PHP,512.0,2260.0,3664.0,9.9,7.2,3.9,32.0,4.8,16.0,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
21017,2010,Manufacturing,manufacturing,it management,PHP,292.0,2260.0,1182.0,9.9,4.0,0.0,41.1,4.8,7.1,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
19353,2005,Medical & Health Care,medical and health care,web-based app. dotnet,ASP,193.0,3890.0,3754.0,9.9,10.8,2.9,30.25,4.8,1.8,15-20,15.0,missing,0,0,0.0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
16374,2005,Medical & Health Care,medical and health care,web-based app. dotnet,C#,193.0,5630.0,5503.0,9.9,10.8,2.9,30.25,4.8,5.3,21-30,24.0,missing,0,0,0.0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
30674,1996,Government,public administration,case management study,Missing,288.0,2260.0,5324.0,9.9,18.5,2.9,28.8,3.6,10.0,5-8,8.0,joint application development (jad),6,3,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
26294,1998,Wholesale & Retail,wholesale & retail trade,business enabling service,C,433.0,2260.0,17120.0,9.9,39.5,27.7,43.3,3.6,10.0,9-14,12.0,missing,3,2,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
18814,2010,Manufacturing,manufacturing,monitoring of the factoring process,C++,123.0,2260.0,2113.0,9.9,17.2,0.0,18.6,4.8,6.6,Missing,7.0,missing,8,4,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
29834,2008,Utilities,"electricity, gas, water",complex process control; software for machine control,Script Language,144.0,2410.0,2410.0,16.7,16.7,2.9,16.0,4.0,9.0,3-4,4.0,missing,14,0,0.0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
11621,2011,Manufacturing,manufacturing,training management,PHP,372.0,2260.0,2916.0,9.9,7.8,2.7,62.0,4.8,6.0,Missing,7.0,missing,8,2,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
12060,1999,Wholesale & Retail,wholesale & retail trade,inventory management,DELPHI,1083.0,2042.0,2042.0,1.9,1.9,2.9,161.6,80.8,6.7,2,2.0,rapid application development (rad),2,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26179,1997,Wholesale & Retail,wholesale & retail trade,inventory management,DELPHI,204.0,6173.0,6173.0,30.3,30.3,2.9,6.8,3.4,30.2,2,2.0,rapid application development (rad),2,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
29001,1999,Manufacturing,manufacturing,inventory management,DELPHI,136.0,2777.0,2777.0,20.4,20.4,2.9,8.9,4.5,15.2,2,2.0,rapid application development (rad),2,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20900,2003,Communication,communications,tools or system,Java,98.0,184.0,184.0,1.9,1.9,2.9,98.0,4.8,1.0,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
30364,1999,Manufacturing,manufacturing,tools or system,Visual Basic,79.0,250.0,250.0,3.2,3.2,2.9,26.3,4.8,3.0,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
21191,2000,Communication,media,tools or system,ColdFusion,96.0,416.0,416.0,4.3,4.3,2.9,38.4,4.8,2.5,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15902,2007,Medical & Health Care,medical and health care,engineering software,Visual C++,193.0,1004.0,1004.0,9.9,10.8,2.9,30.25,4.8,5.9,Missing,7.0,waterfall (incl linear processing & ssadm),2,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
22885,2008,Medical & Health Care,medical and health care,engineering software,Visual C++,193.0,6254.0,6254.0,9.9,10.8,2.9,30.25,4.8,5.2,Missing,7.0,waterfall (incl linear processing & ssadm),2,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
26160,2009,Manufacturing,manufacturing,car production,Java,38.0,2260.0,1673.0,9.9,44.0,0.0,7.2,4.8,5.3,Missing,7.0,missing,8,2,2.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
12689,2009,Manufacturing,manufacturing,car production,C++,78.0,2260.0,511.0,9.9,6.6,0.0,9.2,4.8,8.5,Missing,7.0,missing,8,2,1.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
13965,2000,Missing,missing,office automation system,COBOL,37.0,2489.0,2489.0,67.3,67.3,2.9,4.5,2.3,8.2,2,2.0,missing,2,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
20158,1999,Missing,missing,office automation system,Brightware proprietary,51.0,1690.0,1690.0,33.1,33.1,2.9,3.7,2.4,13.9,1,1.5,missing,2,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
12342,1999,Missing,missing,office automation system,COBOL,134.0,2103.0,2103.0,15.7,15.7,2.9,25.3,8.4,5.3,3-4,3.0,missing,2,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
28161,2005,Communication,communications,telecom data circuits and revenue,C++,200.0,1850.0,1850.0,9.3,9.3,0.0,55.6,13.9,3.6,3-4,4.0,missing,14,0,1.0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
25764,2009,Manufacturing,manufacturing,it cost project management,Java,52.0,2260.0,593.0,9.9,11.4,0.0,12.1,4.8,4.3,Missing,7.0,missing,8,4,3.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24688,2010,Manufacturing,manufacturing,tools management,Java,103.0,2260.0,1595.0,9.9,15.5,0.0,11.8,4.8,8.7,Missing,7.0,missing,8,2,1.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14257,1994,Utilities,"electricity, gas, water",reconciliation,PL/I,100.0,440.0,440.0,4.4,4.4,30.0,33.3,33.3,3.0,1,1.0,missing,4,0,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
31956,1997,Government,public administration,document management & catalogue,Lotus Notes,115.0,278.0,512.0,2.4,4.5,2.9,57.5,19.2,2.0,3-4,3.0,missing,3,0,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
