isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,external_eef_data_quality_rating_b,project_prf_application_group_business_application,project_prf_application_group_business_application__infrastructure_software,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_real_time_application,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_hand_held,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_Missing,_case_tool_used_don_t_know,_case_tool_used_no,_case_tool_used_yes,tech_tf_architecture_don_t_know,tech_tf_architecture_no,tech_tf_architecture_not_applicable,tech_tf_architecture_yes,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
23753,1996,communication,Missing,network management,c,1285.0,l,,21054,,16.4,,,15-20,16.0,Missing,5,,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
23755,2006,Missing,Missing,financial transaction process/accounting,.net,,m1,902.0,902,,,,2.4,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23756,2004,Missing,Missing,Missing,Missing,7.0,xxs,48.0,48,6.9,6.9,15.2,0.46,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23760,1998,insurance,insurance,Missing,cobol,835.0,m2,,5053,,6.1,75.9,11.0,Missing,,Missing,4,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
23763,2011,medical & health care,medical and health care,not recorded,Missing,16.0,xs,2633.0,2633,164.6,164.6,1.8,9.0,21-30,28.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23764,1999,Missing,Missing,Missing,c,257.0,m1,2027.0,2027,7.9,7.9,23.4,11.0,2,2.0,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
23768,1995,financial,"financial, property & business services",transaction/production system,natural,130.0,m1,1939.0,1939,14.9,14.9,13.0,10.0,Missing,,Missing,5,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
23770,2015,insurance,insurance,electronic data interchange,java,147.0,m1,4330.0,4330,29.5,29.5,66.8,2.2,9-14,13.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23772,2006,banking,banking,financial transaction process/accounting,java,427.0,m2,11701.0,11701,27.4,27.4,,,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23776,2007,government,defence; government,financial transaction process/accounting,cobol,232.0,m1,2923.0,2923,12.6,12.6,10.7,21.6,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
23777,2005,communication,communications,relatively complex application,Missing,62.0,s,700.0,700,11.3,11.3,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23779,2000,insurance,insurance,Missing,pl/i,316.0,m2,1961.0,1961,6.2,6.2,52.7,6.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23782,1998,Missing,Missing,internet banking,c,217.0,m1,8640.0,8640,39.8,39.8,17.9,12.1,21-30,21.2,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
23784,2013,medical & health care,medical and health care,not recorded,Missing,19.0,xs,3933.0,3933,207.0,207.0,0.8,24.0,41-50,42.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23787,2013,communication,telecommunications,customer relationship management,visual basic,87.0,s,1974.0,1974,22.7,22.7,7.9,11.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23789,2011,insurance,insurance,calculation and quotation of casualty insurance,adobe flex,109.0,m1,741.0,951,6.8,8.7,32.1,3.4,5-8,7.0,waterfall incl linear processing & ssadm,15,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
23791,2001,wholesale & retail,consumer goods,sales contact management,asp,62.0,s,86.0,86,1.4,1.4,23.8,2.6,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
23793,2001,insurance,insurance,financial transaction process/accounting,visual basic,291.0,m1,8371.0,8371,28.8,28.8,100.3,2.9,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
23802,1993,manufacturing,manufacturing,Missing,pl/i,42.0,s,,114,,2.7,42.0,1.0,3-4,3.0,Missing,2,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23805,2002,Missing,Missing,Missing,Missing,989.0,m2,5968.0,5968,6.0,6.0,98.9,10.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
23812,1993,manufacturing,manufacturing,Missing,telon,65.0,s,334.0,348,5.1,5.4,21.7,3.0,5-8,7.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
23814,2015,communication,telecommunications,customer billing,c,205.0,m1,3317.0,3317,16.2,16.2,25.0,8.2,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23823,2004,Missing,Missing,Missing,cobol,33.0,s,495.0,495,15.0,15.0,13.8,2.4,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
23824,2000,government,community services; insurance; public administration,transaction/production system,cobol,659.0,m2,16669.0,18521,25.3,28.1,73.2,9.0,71-80,72.0,Missing,5,,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
23826,2004,communication,communications,electronic data interchange; stock control & order processing; workflow support & management,java,118.0,m1,1516.0,1516,12.8,12.8,19.7,6.0,5-8,5.0,Missing,15,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
23827,2004,Missing,Missing,financial application area,Missing,45.0,s,482.0,482,10.7,10.7,9.8,4.6,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23828,1997,Missing,Missing,Missing,visual basic,346.0,m2,1507.0,1507,4.4,4.4,115.3,3.0,3-4,3.0,Missing,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
23830,1999,government,public administration,Missing,delphi,545.0,m2,1489.0,1489,2.7,2.7,60.6,9.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23842,2010,manufacturing,manufacturing,provider management,php,39.0,s,,330,,8.5,7.2,5.4,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
23843,2001,manufacturing,Missing,Missing,pl/i,396.0,m2,8249.0,8249,20.8,20.8,49.5,8.0,15-20,18.0,Missing,3,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23847,1999,insurance,insurance,Missing,Missing,206.0,m1,2300.0,2300,11.2,11.2,41.2,5.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23857,2008,insurance,insurance,Missing,java,162.0,m1,1600.0,1600,9.9,9.9,27.0,6.0,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
23861,2013,banking,banking,business application,visual basic,103.0,m1,580.0,580,5.6,5.6,41.2,2.5,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23864,2002,insurance,insurance,financial transaction process/accounting,java,762.0,m2,16613.0,16613,21.8,21.8,262.8,2.9,21-30,30.0,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
23869,2006,Missing,Missing,financial transaction process/accounting,java,,m1,242.0,242,,,,3.6,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23871,2013,insurance,insurance,unknown,pl/sql,50.0,s,620.0,620,12.4,12.4,11.6,4.3,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23875,1999,Missing,Missing,Missing,Missing,2059.0,l,,9254,,4.5,,,Missing,,Missing,3,,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23883,2008,government,government,Missing,pl/i,617.0,m2,21103.0,21103,34.2,34.2,28.0,22.0,21-30,21.0,Missing,12,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
23884,2009,banking,banking,management or performance reporting,asp.net,48.0,s,960.0,960,20.0,20.0,24.0,2.0,3-4,3.0,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23885,2004,Missing,Missing,financial application area,java,,m2,2462.0,2462,,,,6.0,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23894,2015,communication,telecommunications,customer relationship management,Missing,161.0,m1,2293.0,2293,14.2,14.2,,,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23897,2000,communication,media,executive information system,powerbuilder,,xl,4448.0,4448,,,,,Missing,,timeboxing,4,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
23909,2007,service industry,community services; government,workflow support & management,c#,325.0,m2,3709.0,3709,11.4,11.4,29.5,11.0,5-8,6.0,Missing,14,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
23911,1999,banking,banking,Missing,cobol,51.0,s,190.0,190,3.7,3.7,12.8,4.0,Missing,,Missing,3,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23914,2010,manufacturing,manufacturing,Missing,java,60.0,s,,1264,,21.1,27.3,2.2,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
23918,2003,banking,banking,financial transaction process/accounting,cobol,34.0,s,11239.0,11239,330.6,330.6,0.9,36.0,9-14,12.0,Missing,14,,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
23920,2000,financial,"financial, property & business services",transaction/production system,tibco,1541.0,l,38095.0,38095,24.7,24.7,85.6,18.0,Missing,,joint application development jad,6,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
23923,2010,manufacturing,manufacturing,motor simulator,matlab,847.0,m2,,4484,,5.3,86.4,9.8,Missing,,Missing,8,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
23925,2005,communication,communications,relatively complex application,Missing,421.0,m2,5086.0,5086,12.1,12.1,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
23927,1998,Missing,Missing,Missing,Missing,280.0,m1,1100.0,1100,3.9,3.9,70.0,4.0,Missing,,Missing,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
23928,2005,communication,communications,relatively complex application,Missing,30.0,s,255.0,255,8.5,8.5,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23937,2013,insurance,insurance,unknown,cobol,53.0,s,211.0,211,4.0,4.0,10.6,5.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23940,2012,banking,banking,business application,Missing,63.0,s,1784.0,1784,28.3,28.3,9.7,6.5,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23942,2000,insurance,insurance,Missing,pl/i,415.0,m2,2587.0,2587,6.2,6.2,51.9,8.0,Missing,,Missing,4,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23950,2004,financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,,xs,26.0,26,,,,0.9,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
23955,2004,Missing,Missing,financial application area,Missing,,m2,15041.0,15041,,,,13.2,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
23958,2002,wholesale & retail,billing,billing,cobol,51.0,s,1633.0,1633,32.0,32.0,,,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23964,2003,Missing,Missing,Missing,cobol,14.0,xs,298.0,298,21.3,21.3,5.8,2.4,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23969,2015,insurance,insurance,financial transaction process/accounting,cobol,1106.0,l,7162.0,7162,6.5,6.5,178.4,6.2,5-8,8.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23971,2009,manufacturing,manufacturing,database parts,java,93.0,s,,676,,7.3,16.0,5.8,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
23972,2012,medical & health care,medical and health care,not recorded,Missing,6.0,xxs,168.0,168,28.0,28.0,1.0,6.0,9-14,12.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23980,2000,financial,"financial, property & business services",automated customer statements,cobol,512.0,m2,1821.0,1821,3.6,3.6,85.3,6.0,Missing,,joint application development jad,6,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
23987,2004,financial,"financial, property & business services",data warehouse; financial transaction process/accounting,Missing,,s,305.0,305,,,,2.4,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23988,1999,Missing,Missing,Missing,Missing,1169.0,l,10522.0,10522,9.0,9.0,129.9,9.0,15-20,15.0,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
23992,2015,communication,telecommunications,customer relationship management,visual basic,120.0,m1,2479.0,2479,20.7,20.7,25.0,4.8,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23995,2011,medical & health care,medical and health care,not recorded,Missing,7.0,xxs,1543.0,1543,220.4,220.4,1.4,5.0,21-30,29.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23997,2006,manufacturing,manufacturing,embedded system/real-time application,Missing,,m2,6725.0,6725,,,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
23998,2015,communication,telecommunications,customer billing,c,86.0,s,1337.0,1337,15.5,15.5,23.2,3.7,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24001,2000,insurance,insurance,financial transaction process/accounting,cobol,80.0,s,210.0,210,2.6,2.6,26.7,3.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
24002,2002,communication,voice provisioning,voice provisioning,c,109.0,m1,4814.0,4814,44.2,44.2,,,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24005,1999,insurance,insurance,financial transaction process/accounting,c,1986.0,l,2258.0,2258,1.1,1.1,662.0,3.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
24007,2007,government,defence; government,financial transaction process/accounting,cobol,46.0,s,500.0,500,10.9,10.9,2.1,21.6,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
24008,1997,electronics & computers,computers & software,cis,delphi,1226.0,l,1229.0,1229,1.0,1.0,191.6,6.4,2,2.0,rapid application development rad,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24009,1998,insurance,insurance,financial transaction process/accounting,cobol,102.0,m1,2786.0,2786,27.3,27.3,20.4,5.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
24012,2000,communication,communications,management information system,java,408.0,m2,9075.0,9075,22.2,22.2,51.0,8.0,15-20,19.0,joint application development jad; multifunctional teams; rapid application development rad,6,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
24015,2013,medical & health care,medical and health care,not recorded,Missing,6.0,xxs,363.0,363,60.5,60.5,0.6,10.0,15-20,15.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24017,2001,service industry,recreation & personnel services,financial transaction process/accounting,sql,1956.0,l,13728.0,13728,7.0,7.0,163.0,12.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
24020,2011,manufacturing,manufacturing,geometric design,fortran,70.0,s,,1412,,20.2,9.1,7.7,Missing,,Missing,8,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24023,1994,banking,banking,office information system,c,1918.0,l,16502.0,17744,8.6,9.3,213.1,9.0,5-8,5.0,Missing,5,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
24030,2000,banking,banking,customer billing/relationship management,visual basic,38.0,s,168.0,168,4.4,4.4,34.5,1.1,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
24033,2007,government,defence; government,financial transaction process/accounting,cobol,461.0,m2,6356.0,6356,13.8,13.8,21.3,21.6,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
24034,2006,communication,communications,embedded system/real-time application,Missing,,m1,5401.0,5401,,,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
24038,2014,communication,telecommunications,online. esales,Missing,172.0,m1,6693.0,6693,38.9,38.9,38.2,4.5,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24040,1998,Missing,Missing,Missing,c,551.0,m2,6050.0,6050,11.0,11.0,55.1,10.0,5-8,8.0,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
24041,2003,Missing,Missing,Missing,cobol,53.0,s,2215.0,2215,41.8,41.8,7.9,6.7,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24042,1995,banking,banking,transaction/production system,Missing,159.0,m1,3084.0,3084,19.4,19.4,31.8,5.0,5-8,5.0,multifunctional teams,5,,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
24043,2004,Missing,Missing,financial application area,java,267.0,m1,1442.0,1442,5.4,5.4,59.3,4.5,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24044,2012,medical & health care,medical and health care,not recorded,Missing,17.0,xs,876.0,876,51.5,51.5,1.9,9.0,5-8,8.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24048,2005,Missing,Missing,Missing,.net,935.0,m2,4920.0,4920,5.3,5.3,103.9,9.0,Missing,,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24050,2008,government,defence; government,financial transaction process/accounting,cobol,35.0,s,387.0,387,11.1,11.1,3.3,10.7,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
24051,2004,Missing,Missing,financial application area,Missing,35.0,s,322.0,322,9.2,9.2,21.9,1.6,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
24055,2010,manufacturing,manufacturing,cost logistic computing,java,350.0,m2,,4576,,13.1,25.5,13.7,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
24058,2006,Missing,Missing,financial transaction process/accounting,java,,s,539.0,539,,,,2.6,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24059,2014,insurance,insurance,unknown,Missing,80.0,s,215.0,215,2.7,2.7,80.0,1.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24062,2014,communication,telecommunications,customer relationship management,visual basic,58.0,s,3376.0,3376,58.2,58.2,13.2,4.4,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24065,2003,communication,telecommunication,Missing,bea weblogic,1278.0,l,9110.0,9110,7.1,7.1,45.6,28.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24066,2002,Missing,Missing,Missing,Missing,2212.0,l,5051.0,5051,2.3,2.3,,,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
24075,2002,insurance,insurance,trading,java,412.0,m2,6210.0,6210,15.1,15.1,85.8,4.8,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
24083,2006,government,government,"document management; financial transaction process/accounting; image, video or sound processing",cobol,126.0,m1,12341.0,12341,97.9,97.9,7.5,16.8,9-14,10.0,Missing,16,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
24084,2004,Missing,Missing,Missing,cobol,17.0,xs,301.0,301,17.7,17.7,12.1,1.4,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24085,2005,communication,communications,relatively complex application,Missing,88.0,s,1081.0,1081,12.3,12.3,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24086,2013,insurance,insurance,unknown,Missing,58.0,s,768.0,768,13.2,13.2,6.4,9.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24093,1996,utilities,"electricity, gas, water",management information system,telon,149.0,m1,,1532,,10.3,18.6,8.0,3-4,3.0,joint application development jad,5,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
24095,2004,Missing,Missing,Missing,unix shell,296.0,m1,1976.0,1976,6.7,6.7,60.4,4.9,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
